,발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
13814,KHFCMB2013S-19,2013-05-16,2020-12,55.95,30.95,1.82
13815,KHFCMB2013S-19,2013-05-16,2020-11,55.87,30.77,0.97
13816,KHFCMB2013S-19,2013-05-16,2020-10,55.9,30.76,2.94
13817,KHFCMB2013S-19,2013-05-16,2020-09,55.92,30.77,1.42
13818,KHFCMB2013S-19,2013-05-16,2020-08,55.9,30.74,1.4
13819,KHFCMB2013S-19,2013-05-16,2020-07,55.82,30.77,2.97
13820,KHFCMB2013S-19,2013-05-16,2020-06,55.89,30.64,3.25
13821,KHFCMB2013S-19,2013-05-16,2020-05,56.05,30.46,2.03
13822,KHFCMB2013S-19,2013-05-16,2020-04,56.0,30.55,2.07
13823,KHFCMB2013S-19,2013-05-16,2020-03,55.88,30.46,2.94
13824,KHFCMB2013S-19,2013-05-16,2020-02,55.94,30.65,2.82
13825,KHFCMB2013S-19,2013-05-16,2020-01,55.9,30.97,1.96
13826,KHFCMB2013S-19,2013-05-16,2019-12,55.91,30.94,2.06
13827,KHFCMB2013S-19,2013-05-16,2019-11,55.83,31.0,2.28
13828,KHFCMB2013S-19,2013-05-16,2019-10,55.83,30.83,3.59
13829,KHFCMB2013S-19,2013-05-16,2019-09,55.77,31.04,3.51
13830,KHFCMB2013S-19,2013-05-16,2019-08,55.75,30.97,1.6
13831,KHFCMB2013S-19,2013-05-16,2019-07,55.79,30.95,1.66
13832,KHFCMB2013S-19,2013-05-16,2019-06,55.78,30.97,1.01
13833,KHFCMB2013S-19,2013-05-16,2019-05,55.75,30.89,0.79
13834,KHFCMB2013S-19,2013-05-16,2019-04,55.71,30.99,0.79
13835,KHFCMB2013S-19,2013-05-16,2019-03,55.66,31.01,2.07
13836,KHFCMB2013S-19,2013-05-16,2019-02,55.66,30.9,0.84
13837,KHFCMB2013S-19,2013-05-16,2019-01,55.62,30.86,0.99
13838,KHFCMB2013S-19,2013-05-16,2018-12,55.58,30.88,1.61
13839,KHFCMB2013S-19,2013-05-16,2018-11,55.53,31.02,1.11
13840,KHFCMB2013S-19,2013-05-16,2018-10,55.48,31.0,1.66
13841,KHFCMB2013S-19,2013-05-16,2018-09,55.47,30.94,1.01
13842,KHFCMB2013S-19,2013-05-16,2018-08,55.48,31.01,1.73
13843,KHFCMB2013S-19,2013-05-16,2018-07,55.43,30.95,1.75
13844,KHFCMB2013S-19,2013-05-16,2018-06,55.45,31.01,1.03
13845,KHFCMB2013S-19,2013-05-16,2018-05,55.4,31.0,1.74
13846,KHFCMB2013S-19,2013-05-16,2018-04,55.48,31.19,1.69
13847,KHFCMB2013S-19,2013-05-16,2018-03,55.48,31.25,2.83
13848,KHFCMB2013S-19,2013-05-16,2018-02,55.42,31.24,1.27
13849,KHFCMB2013S-19,2013-05-16,2018-01,55.36,31.31,2.09
13850,KHFCMB2013S-19,2013-05-16,2017-12,55.35,31.41,1.99
13851,KHFCMB2013S-19,2013-05-16,2017-11,55.27,31.42,1.94
13852,KHFCMB2013S-19,2013-05-16,2017-10,55.25,31.51,2.69
13853,KHFCMB2013S-19,2013-05-16,2017-09,55.28,31.46,2.32
13854,KHFCMB2013S-19,2013-05-16,2017-08,55.31,31.34,3.03
13855,KHFCMB2013S-19,2013-05-16,2017-07,55.4,31.35,2.26
13856,KHFCMB2013S-19,2013-05-16,2017-06,55.33,31.23,2.63
13857,KHFCMB2013S-19,2013-05-16,2017-05,55.3,31.44,1.4
13858,KHFCMB2013S-19,2013-05-16,2017-04,55.27,31.37,1.77
13859,KHFCMB2013S-19,2013-05-16,2017-03,55.26,31.35,2.71
13860,KHFCMB2013S-19,2013-05-16,2017-02,55.19,31.41,3.06
13861,KHFCMB2013S-19,2013-05-16,2017-01,55.19,31.34,1.79
13862,KHFCMB2013S-19,2013-05-16,2016-12,55.21,31.51,3.02
13863,KHFCMB2013S-19,2013-05-16,2016-11,55.19,31.58,4.44
13864,KHFCMB2013S-19,2013-05-16,2016-10,55.13,31.52,3.49
13865,KHFCMB2013S-19,2013-05-16,2016-09,55.01,31.44,4.08
13866,KHFCMB2013S-19,2013-05-16,2016-08,55.08,31.43,6.36
13867,KHFCMB2013S-19,2013-05-16,2016-07,55.04,31.57,6.06
13868,KHFCMB2013S-19,2013-05-16,2016-06,54.95,31.66,4.09
13869,KHFCMB2013S-19,2013-05-16,2016-05,54.92,31.65,5.63
13870,KHFCMB2013S-19,2013-05-16,2016-04,54.96,31.63,6.31
13871,KHFCMB2013S-19,2013-05-16,2016-03,54.91,31.94,5.66
13872,KHFCMB2013S-19,2013-05-16,2016-02,54.86,32.07,3.86
13873,KHFCMB2013S-19,2013-05-16,2016-01,54.86,32.01,4.24
13874,KHFCMB2013S-19,2013-05-16,2015-12,54.89,32.57,4.3
13875,KHFCMB2013S-19,2013-05-16,2015-11,54.92,32.43,5.91
13876,KHFCMB2013S-19,2013-05-16,2015-10,55.03,32.58,5.0
13877,KHFCMB2013S-19,2013-05-16,2015-09,55.13,32.63,4.57
13878,KHFCMB2013S-19,2013-05-16,2015-08,55.17,32.58,4.28
13879,KHFCMB2013S-19,2013-05-16,2015-07,55.15,32.47,5.15
13880,KHFCMB2013S-19,2013-05-16,2015-06,55.1,32.53,5.63
13881,KHFCMB2013S-19,2013-05-16,2015-05,55.08,32.58,7.13
13882,KHFCMB2013S-19,2013-05-16,2015-04,55.1,32.49,11.21
13883,KHFCMB2013S-19,2013-05-16,2015-03,55.08,32.63,5.17
13884,KHFCMB2013S-19,2013-05-16,2015-02,55.09,32.68,3.45
13885,KHFCMB2013S-19,2013-05-16,2015-01,55.11,32.79,3.62
13886,KHFCMB2013S-19,2013-05-16,2014-12,55.11,32.94,3.39
13887,KHFCMB2013S-19,2013-05-16,2014-11,55.14,33.02,3.22
13888,KHFCMB2013S-19,2013-05-16,2014-10,55.2,33.01,3.18
13889,KHFCMB2013S-19,2013-05-16,2014-09,55.23,32.93,2.31
13890,KHFCMB2013S-19,2013-05-16,2014-08,55.26,32.95,2.7
13891,KHFCMB2013S-19,2013-05-16,2014-07,55.29,33.0,1.64
13892,KHFCMB2013S-19,2013-05-16,2014-06,55.28,33.01,0.98
13893,KHFCMB2013S-19,2013-05-16,2014-05,55.25,33.03,1.13
13894,KHFCMB2013S-19,2013-05-16,2014-04,55.23,33.07,1.53
13895,KHFCMB2013S-19,2013-05-16,2014-03,55.23,33.11,1.29
13896,KHFCMB2013S-19,2013-05-16,2014-02,55.23,33.12,1.29
13897,KHFCMB2013S-19,2013-05-16,2014-01,55.21,33.1,1.0
13898,KHFCMB2013S-19,2013-05-16,2013-12,55.21,33.09,1.29
13899,KHFCMB2013S-19,2013-05-16,2013-11,55.19,33.12,1.34
13900,KHFCMB2013S-19,2013-05-16,2013-10,55.21,33.23,1.06
13901,KHFCMB2013S-19,2013-05-16,2013-09,55.2,33.21,0.69
13902,KHFCMB2013S-19,2013-05-16,2013-08,55.2,33.22,0.74
13903,KHFCMB2013S-19,2013-05-16,2013-07,55.19,33.27,0.72
13904,KHFCMB2013S-19,2013-05-16,2013-06,55.15,33.23,0.78
13905,KHFCMB2013S-19,2013-05-16,2013-05,55.12,33.21,0.59
13906,KHFCMB2013S-18,2013-05-09,2022-06,62.15,27.27,2.5763
13907,KHFCMB2013S-18,2013-05-09,2022-05,62.1,27.22,1.0915
13908,KHFCMB2013S-18,2013-05-09,2022-04,62.07,27.17,1.098
13909,KHFCMB2013S-18,2013-05-09,2022-03,62.1,27.13,1.5155
13910,KHFCMB2013S-18,2013-05-09,2022-02,62.14,27.15,1.9824
13911,KHFCMB2013S-18,2013-05-09,2022-01,62.15,27.02,2.3524
13912,KHFCMB2013S-18,2013-05-09,2021-12,62.16,27.16,1.8637
13913,KHFCMB2013S-18,2013-05-09,2021-11,62.21,27.26,0.7878
13914,KHFCMB2013S-18,2013-05-09,2021-10,62.08,27.21,2.8342
13915,KHFCMB2013S-18,2013-05-09,2021-09,62.0,27.82,0.6492
13916,KHFCMB2013S-18,2013-05-09,2021-08,62.01,27.78,1.5857
13917,KHFCMB2013S-18,2013-05-09,2021-07,62.04,27.78,1.5869
13918,KHFCMB2013S-18,2013-05-09,2021-06,61.88,27.82,0.472
13919,KHFCMB2013S-18,2013-05-09,2021-03,61.87,27.68,3.31
13920,KHFCMB2013S-18,2013-05-09,2021-02,61.92,28.08,0.32
13921,KHFCMB2013S-18,2013-05-09,2021-01,61.91,28.06,0.45
13922,KHFCMB2013S-18,2013-05-09,2020-12,61.91,28.04,2.31
13923,KHFCMB2013S-18,2013-05-09,2020-11,61.83,28.29,2.57
13924,KHFCMB2013S-18,2013-05-09,2020-10,61.75,28.53,0.5
13925,KHFCMB2013S-18,2013-05-09,2020-09,61.64,28.52,2.43
13926,KHFCMB2013S-18,2013-05-09,2020-08,61.49,28.78,1.55
13927,KHFCMB2013S-18,2013-05-09,2020-07,61.44,28.85,1.96
13928,KHFCMB2013S-18,2013-05-09,2020-06,61.3,29.17,2.24
13929,KHFCMB2013S-18,2013-05-09,2020-05,61.24,29.1,3.55
13930,KHFCMB2013S-18,2013-05-09,2020-04,61.32,29.11,2.12
13931,KHFCMB2013S-18,2013-05-09,2020-03,61.23,28.94,1.95
13932,KHFCMB2013S-18,2013-05-09,2020-02,61.09,28.93,0.56
13933,KHFCMB2013S-18,2013-05-09,2020-01,61.09,28.89,1.52
13934,KHFCMB2013S-18,2013-05-09,2019-12,61.08,28.81,1.47
13935,KHFCMB2013S-18,2013-05-09,2019-11,61.06,28.94,1.43
13936,KHFCMB2013S-18,2013-05-09,2019-10,60.89,28.84,1.49
13937,KHFCMB2013S-18,2013-05-09,2019-09,60.91,28.79,2.28
13938,KHFCMB2013S-18,2013-05-09,2019-08,60.92,28.88,2.19
13939,KHFCMB2013S-18,2013-05-09,2019-07,60.76,28.99,3.03
13940,KHFCMB2013S-18,2013-05-09,2019-06,60.81,29.33,1.11
13941,KHFCMB2013S-18,2013-05-09,2019-05,60.78,29.34,0.73
13942,KHFCMB2013S-18,2013-05-09,2019-04,60.76,29.3,1.12
13943,KHFCMB2013S-18,2013-05-09,2019-03,60.73,29.36,1.29
13944,KHFCMB2013S-18,2013-05-09,2019-02,60.69,29.4,0.84
13945,KHFCMB2013S-18,2013-05-09,2019-01,60.65,29.38,1.56
13946,KHFCMB2013S-18,2013-05-09,2018-12,60.67,29.38,1.65
13947,KHFCMB2013S-18,2013-05-09,2018-11,60.63,29.31,2.39
13948,KHFCMB2013S-18,2013-05-09,2018-10,60.66,29.35,2.68
13949,KHFCMB2013S-18,2013-05-09,2018-09,60.73,29.31,0.75
13950,KHFCMB2013S-18,2013-05-09,2018-08,60.75,29.26,1.06
13951,KHFCMB2013S-18,2013-05-09,2018-07,60.7,29.23,1.04
13952,KHFCMB2013S-18,2013-05-09,2018-06,60.76,29.23,1.18
13953,KHFCMB2013S-18,2013-05-09,2018-05,60.69,29.27,1.41
13954,KHFCMB2013S-18,2013-05-09,2018-04,60.71,29.28,1.09
13955,KHFCMB2013S-18,2013-05-09,2018-03,60.61,29.37,1.73
13956,KHFCMB2013S-18,2013-05-09,2018-02,60.68,29.45,1.73
13957,KHFCMB2013S-18,2013-05-09,2018-01,60.63,29.39,1.72
13958,KHFCMB2013S-18,2013-05-09,2017-12,60.65,29.41,2.38
13959,KHFCMB2013S-18,2013-05-09,2017-11,60.68,29.46,1.84
13960,KHFCMB2013S-18,2013-05-09,2017-10,60.74,29.43,1.08
13961,KHFCMB2013S-18,2013-05-09,2017-09,60.78,29.36,1.1
13962,KHFCMB2013S-18,2013-05-09,2017-08,60.74,29.34,1.44
13963,KHFCMB2013S-18,2013-05-09,2017-07,60.66,29.28,2.85
13964,KHFCMB2013S-18,2013-05-09,2017-06,60.68,29.36,2.64
13965,KHFCMB2013S-18,2013-05-09,2017-05,60.64,29.24,2.7
13966,KHFCMB2013S-18,2013-05-09,2017-04,60.67,29.3,2.31
13967,KHFCMB2013S-18,2013-05-09,2017-03,60.54,29.36,2.26
13968,KHFCMB2013S-18,2013-05-09,2017-02,60.46,29.34,2.25
13969,KHFCMB2013S-18,2013-05-09,2017-01,60.43,29.35,1.23
13970,KHFCMB2013S-18,2013-05-09,2016-12,60.43,29.44,2.1
13971,KHFCMB2013S-18,2013-05-09,2016-11,60.35,29.44,3.64
13972,KHFCMB2013S-18,2013-05-09,2016-10,60.31,29.43,3.77
13973,KHFCMB2013S-18,2013-05-09,2016-09,60.31,29.43,4.66
13974,KHFCMB2013S-18,2013-05-09,2016-08,60.19,29.35,7.32
13975,KHFCMB2013S-18,2013-05-09,2016-07,60.3,29.18,6.32
13976,KHFCMB2013S-18,2013-05-09,2016-06,60.33,29.22,6.95
13977,KHFCMB2013S-18,2013-05-09,2016-05,60.23,29.47,4.77
13978,KHFCMB2013S-18,2013-05-09,2016-04,60.06,29.43,8.11
13979,KHFCMB2013S-18,2013-05-09,2016-03,60.09,29.49,5.35
13980,KHFCMB2013S-18,2013-05-09,2016-02,60.18,29.51,2.72
13981,KHFCMB2013S-18,2013-05-09,2016-01,60.16,29.47,2.78
13982,KHFCMB2013S-18,2013-05-09,2015-12,60.24,29.56,3.65
13983,KHFCMB2013S-18,2013-05-09,2015-11,60.2,29.68,3.27
13984,KHFCMB2013S-18,2013-05-09,2015-10,60.22,29.65,3.7
13985,KHFCMB2013S-18,2013-05-09,2015-09,60.28,29.71,4.31
13986,KHFCMB2013S-18,2013-05-09,2015-08,60.28,29.96,2.83
13987,KHFCMB2013S-18,2013-05-09,2015-07,60.28,29.96,5.37
13988,KHFCMB2013S-18,2013-05-09,2015-06,60.31,29.89,5.92
13989,KHFCMB2013S-18,2013-05-09,2015-05,60.31,29.94,7.65
13990,KHFCMB2013S-18,2013-05-09,2015-04,60.21,30.01,9.1
13991,KHFCMB2013S-18,2013-05-09,2015-03,60.1,30.14,5.14
13992,KHFCMB2013S-18,2013-05-09,2015-02,60.04,30.31,3.94
13993,KHFCMB2013S-18,2013-05-09,2015-01,60.05,30.36,2.71
13994,KHFCMB2013S-18,2013-05-09,2014-12,59.98,30.48,2.94
13995,KHFCMB2013S-18,2013-05-09,2014-11,59.98,30.52,3.1
13996,KHFCMB2013S-18,2013-05-09,2014-10,60.03,30.56,2.28
13997,KHFCMB2013S-18,2013-05-09,2014-09,60.07,30.61,1.34
13998,KHFCMB2013S-18,2013-05-09,2014-08,60.07,30.6,1.96
13999,KHFCMB2013S-18,2013-05-09,2014-07,60.05,30.58,1.29
14000,KHFCMB2013S-18,2013-05-09,2014-06,60.04,30.53,0.93
14001,KHFCMB2013S-18,2013-05-09,2014-05,60.06,30.54,1.07
14002,KHFCMB2013S-18,2013-05-09,2014-04,60.05,30.52,1.11
14003,KHFCMB2013S-18,2013-05-09,2014-03,60.03,30.53,0.99
14004,KHFCMB2013S-18,2013-05-09,2014-02,60.01,30.5,1.21
14005,KHFCMB2013S-18,2013-05-09,2014-01,60.02,30.45,0.45
14006,KHFCMB2013S-18,2013-05-09,2013-12,59.99,30.45,1.0
14007,KHFCMB2013S-18,2013-05-09,2013-11,59.97,30.49,0.97
14008,KHFCMB2013S-18,2013-05-09,2013-10,59.96,30.51,0.87
14009,KHFCMB2013S-18,2013-05-09,2013-09,59.95,30.5,0.22
14010,KHFCMB2013S-18,2013-05-09,2013-08,59.93,30.49,0.4
14011,KHFCMB2013S-18,2013-05-09,2013-07,59.91,30.48,0.45
14012,KHFCMB2013S-18,2013-05-09,2013-06,59.89,30.54,0.36
14013,KHFCMB2013S-18,2013-05-09,2013-05,59.88,30.55,0.3
14014,KHFCMB2013S-17,2013-04-25,2022-06,62.61,29.63,1.6006
14015,KHFCMB2013S-17,2013-04-25,2022-05,62.65,29.69,0.8262
14016,KHFCMB2013S-17,2013-04-25,2022-04,62.62,29.63,2.0309
14017,KHFCMB2013S-17,2013-04-25,2022-03,62.6,29.51,0.4413
14018,KHFCMB2013S-17,2013-04-25,2022-02,62.51,29.54,0.7236
14019,KHFCMB2013S-17,2013-04-25,2022-01,62.43,29.5,0.542
14020,KHFCMB2013S-17,2013-04-25,2021-12,62.47,29.46,0.3697
14021,KHFCMB2013S-17,2013-04-25,2021-11,62.41,29.48,1.0897
14022,KHFCMB2013S-17,2013-04-25,2021-10,62.42,29.49,2.4462
14023,KHFCMB2013S-17,2013-04-25,2021-09,62.51,29.81,1.5802
14024,KHFCMB2013S-17,2013-04-25,2021-08,62.48,29.75,1.1251
14025,KHFCMB2013S-17,2013-04-25,2021-07,62.37,29.7,2.1751
14026,KHFCMB2013S-17,2013-04-25,2021-06,62.37,29.54,0.6769
14027,KHFCMB2013S-17,2013-04-25,2021-03,62.36,29.65,1.92
14028,KHFCMB2013S-17,2013-04-25,2021-02,62.28,29.6,1.93
14029,KHFCMB2013S-17,2013-04-25,2021-01,62.31,29.54,1.59
14030,KHFCMB2013S-17,2013-04-25,2020-12,62.36,29.51,1.39
14031,KHFCMB2013S-17,2013-04-25,2020-11,62.33,29.52,2.6
14032,KHFCMB2013S-17,2013-04-25,2020-10,62.34,29.37,0.99
14033,KHFCMB2013S-17,2013-04-25,2020-09,62.36,29.45,3.16
14034,KHFCMB2013S-17,2013-04-25,2020-08,62.43,29.5,2.87
14035,KHFCMB2013S-17,2013-04-25,2020-07,62.43,29.44,2.36
14036,KHFCMB2013S-17,2013-04-25,2020-06,62.48,29.28,1.89
14037,KHFCMB2013S-17,2013-04-25,2020-05,62.41,29.35,3.77
14038,KHFCMB2013S-17,2013-04-25,2020-04,62.41,29.44,1.85
14039,KHFCMB2013S-17,2013-04-25,2020-03,62.44,29.44,1.91
14040,KHFCMB2013S-17,2013-04-25,2020-02,62.36,29.46,1.33
14041,KHFCMB2013S-17,2013-04-25,2020-01,62.31,29.42,1.06
14042,KHFCMB2013S-17,2013-04-25,2019-12,62.26,29.38,2.8
14043,KHFCMB2013S-17,2013-04-25,2019-11,62.35,29.34,2.53
14044,KHFCMB2013S-17,2013-04-25,2019-10,62.34,29.25,2.35
14045,KHFCMB2013S-17,2013-04-25,2019-09,62.31,29.21,1.45
14046,KHFCMB2013S-17,2013-04-25,2019-08,62.28,29.16,2.18
14047,KHFCMB2013S-17,2013-04-25,2019-07,62.32,29.17,2.07
14048,KHFCMB2013S-17,2013-04-25,2019-06,62.3,29.22,0.67
14049,KHFCMB2013S-17,2013-04-25,2019-05,62.27,29.17,1.06
14050,KHFCMB2013S-17,2013-04-25,2019-04,62.31,29.1,2.44
14051,KHFCMB2013S-17,2013-04-25,2019-03,62.35,29.11,2.08
14052,KHFCMB2013S-17,2013-04-25,2019-02,62.28,29.05,1.02
14053,KHFCMB2013S-17,2013-04-25,2019-01,62.31,29.02,1.57
14054,KHFCMB2013S-17,2013-04-25,2018-12,62.19,28.99,0.67
14055,KHFCMB2013S-17,2013-04-25,2018-11,62.16,28.96,1.57
14056,KHFCMB2013S-17,2013-04-25,2018-10,62.06,29.06,1.54
14057,KHFCMB2013S-17,2013-04-25,2018-09,62.02,29.04,0.97
14058,KHFCMB2013S-17,2013-04-25,2018-08,62.02,29.09,0.97
14059,KHFCMB2013S-17,2013-04-25,2018-07,61.96,29.09,0.88
14060,KHFCMB2013S-17,2013-04-25,2018-06,61.91,29.11,0.92
14061,KHFCMB2013S-17,2013-04-25,2018-05,61.85,29.07,1.24
14062,KHFCMB2013S-17,2013-04-25,2018-04,61.86,29.0,1.62
14063,KHFCMB2013S-17,2013-04-25,2018-03,61.85,29.1,1.26
14064,KHFCMB2013S-17,2013-04-25,2018-02,61.83,29.05,1.46
14065,KHFCMB2013S-17,2013-04-25,2018-01,61.8,29.02,2.16
14066,KHFCMB2013S-17,2013-04-25,2017-12,61.76,28.98,1.66
14067,KHFCMB2013S-17,2013-04-25,2017-11,61.73,28.98,1.65
14068,KHFCMB2013S-17,2013-04-25,2017-10,61.63,29.04,1.65
14069,KHFCMB2013S-17,2013-04-25,2017-09,61.6,29.14,2.49
14070,KHFCMB2013S-17,2013-04-25,2017-08,61.46,29.1,2.94
14071,KHFCMB2013S-17,2013-04-25,2017-07,61.52,29.08,1.73
14072,KHFCMB2013S-17,2013-04-25,2017-06,61.43,29.17,2.66
14073,KHFCMB2013S-17,2013-04-25,2017-05,61.42,29.25,3.2
14074,KHFCMB2013S-17,2013-04-25,2017-04,61.5,29.18,2.38
14075,KHFCMB2013S-17,2013-04-25,2017-03,61.5,29.22,3.38
14076,KHFCMB2013S-17,2013-04-25,2017-02,61.49,29.47,2.29
14077,KHFCMB2013S-17,2013-04-25,2017-01,61.46,29.6,2.36
14078,KHFCMB2013S-17,2013-04-25,2016-12,61.44,29.76,1.96
14079,KHFCMB2013S-17,2013-04-25,2016-11,61.36,29.78,4.43
14080,KHFCMB2013S-17,2013-04-25,2016-10,61.29,29.85,5.07
14081,KHFCMB2013S-17,2013-04-25,2016-09,61.21,29.96,4.75
14082,KHFCMB2013S-17,2013-04-25,2016-08,61.25,29.99,6.75
14083,KHFCMB2013S-17,2013-04-25,2016-07,61.11,30.17,4.91
14084,KHFCMB2013S-17,2013-04-25,2016-06,61.06,30.22,5.68
14085,KHFCMB2013S-17,2013-04-25,2016-05,61.21,30.09,5.5
14086,KHFCMB2013S-17,2013-04-25,2016-04,61.21,30.02,6.32
14087,KHFCMB2013S-17,2013-04-25,2016-03,61.19,30.02,4.96
14088,KHFCMB2013S-17,2013-04-25,2016-02,61.13,30.16,3.42
14089,KHFCMB2013S-17,2013-04-25,2016-01,61.08,30.15,4.21
14090,KHFCMB2013S-17,2013-04-25,2015-12,61.17,30.3,4.95
14091,KHFCMB2013S-17,2013-04-25,2015-11,61.28,30.3,4.54
14092,KHFCMB2013S-17,2013-04-25,2015-10,61.32,30.31,3.36
14093,KHFCMB2013S-17,2013-04-25,2015-09,61.32,30.27,3.67
14094,KHFCMB2013S-17,2013-04-25,2015-08,61.39,30.32,4.21
14095,KHFCMB2013S-17,2013-04-25,2015-07,61.42,30.28,4.2
14096,KHFCMB2013S-17,2013-04-25,2015-06,61.37,30.44,6.78
14097,KHFCMB2013S-17,2013-04-25,2015-05,61.35,30.65,6.68
14098,KHFCMB2013S-17,2013-04-25,2015-04,61.36,30.6,8.23
14099,KHFCMB2013S-17,2013-04-25,2015-03,61.4,30.46,4.87
14100,KHFCMB2013S-17,2013-04-25,2015-02,61.38,30.53,3.02
14101,KHFCMB2013S-17,2013-04-25,2015-01,61.35,30.61,3.11
14102,KHFCMB2013S-17,2013-04-25,2014-12,61.32,30.63,3.48
14103,KHFCMB2013S-17,2013-04-25,2014-11,61.33,30.61,3.25
14104,KHFCMB2013S-17,2013-04-25,2014-10,61.33,30.78,2.56
14105,KHFCMB2013S-17,2013-04-25,2014-09,61.33,30.88,1.69
14106,KHFCMB2013S-17,2013-04-25,2014-08,61.31,30.94,2.51
14107,KHFCMB2013S-17,2013-04-25,2014-07,61.32,30.97,1.37
14108,KHFCMB2013S-17,2013-04-25,2014-06,61.34,30.98,0.87
14109,KHFCMB2013S-17,2013-04-25,2014-05,61.35,30.96,0.89
14110,KHFCMB2013S-17,2013-04-25,2014-04,61.35,30.96,1.25
14111,KHFCMB2013S-17,2013-04-25,2014-03,61.33,30.94,1.09
14112,KHFCMB2013S-17,2013-04-25,2014-02,61.31,30.97,1.05
14113,KHFCMB2013S-17,2013-04-25,2014-01,61.3,30.95,0.74
14114,KHFCMB2013S-17,2013-04-25,2013-12,61.29,30.96,0.87
14115,KHFCMB2013S-17,2013-04-25,2013-11,61.27,30.92,0.66
14116,KHFCMB2013S-17,2013-04-25,2013-10,61.27,30.91,0.68
14117,KHFCMB2013S-17,2013-04-25,2013-09,61.26,30.9,0.35
14118,KHFCMB2013S-17,2013-04-25,2013-08,61.25,30.9,0.34
14119,KHFCMB2013S-17,2013-04-25,2013-07,61.23,30.91,0.43
14120,KHFCMB2013S-17,2013-04-25,2013-06,61.21,30.94,0.69
14121,KHFCMB2013S-17,2013-04-25,2013-05,61.2,30.96,0.47
14122,KHFCMB2013S-17,2013-04-25,2013-04,61.18,30.94,0.05
14123,KHFCMB2013S-16,2013-04-18,2022-06,61.79,31.12,2.1356
14124,KHFCMB2013S-16,2013-04-18,2022-05,61.79,31.06,1.1013
14125,KHFCMB2013S-16,2013-04-18,2022-04,61.74,31.05,0.9613
14126,KHFCMB2013S-16,2013-04-18,2022-03,61.71,30.99,0.9903
14127,KHFCMB2013S-16,2013-04-18,2022-02,61.74,31.03,0.4715
14128,KHFCMB2013S-16,2013-04-18,2022-01,61.7,31.03,1.6723
14129,KHFCMB2013S-16,2013-04-18,2021-12,61.67,31.1,0.4594
14130,KHFCMB2013S-16,2013-04-18,2021-11,61.62,31.14,0.6662
14131,KHFCMB2013S-16,2013-04-18,2021-10,61.59,31.2,1.1289
14132,KHFCMB2013S-16,2013-04-18,2021-09,61.6,31.13,1.0455
14133,KHFCMB2013S-16,2013-04-18,2021-08,61.54,31.3,2.1051
14134,KHFCMB2013S-16,2013-04-18,2021-07,61.47,31.2,2.2947
14135,KHFCMB2013S-16,2013-04-18,2021-06,61.39,31.08,1.1466
14136,KHFCMB2013S-16,2013-04-18,2021-03,61.3,31.05,2.29
14137,KHFCMB2013S-16,2013-04-18,2021-02,61.25,31.02,3.27
14138,KHFCMB2013S-16,2013-04-18,2021-01,61.3,31.0,1.03
14139,KHFCMB2013S-16,2013-04-18,2020-12,61.23,30.98,1.73
14140,KHFCMB2013S-16,2013-04-18,2020-11,61.21,30.99,1.56
14141,KHFCMB2013S-16,2013-04-18,2020-10,61.13,31.04,2.49
14142,KHFCMB2013S-16,2013-04-18,2020-09,61.09,31.28,2.98
14143,KHFCMB2013S-16,2013-04-18,2020-08,61.21,31.3,1.65
14144,KHFCMB2013S-16,2013-04-18,2020-07,61.23,31.54,2.21
14145,KHFCMB2013S-16,2013-04-18,2020-06,61.14,31.7,2.96
14146,KHFCMB2013S-16,2013-04-18,2020-05,61.07,31.78,1.28
14147,KHFCMB2013S-16,2013-04-18,2020-04,61.04,31.68,1.37
14148,KHFCMB2013S-16,2013-04-18,2020-03,60.99,31.65,1.39
14149,KHFCMB2013S-16,2013-04-18,2020-02,60.99,31.6,1.92
14150,KHFCMB2013S-16,2013-04-18,2020-01,60.97,31.58,1.17
14151,KHFCMB2013S-16,2013-04-18,2019-12,60.89,31.74,2.15
14152,KHFCMB2013S-16,2013-04-18,2019-11,60.9,31.76,1.98
14153,KHFCMB2013S-16,2013-04-18,2019-10,60.85,31.66,1.99
14154,KHFCMB2013S-16,2013-04-18,2019-09,60.82,31.61,1.48
14155,KHFCMB2013S-16,2013-04-18,2019-08,60.74,31.74,1.79
14156,KHFCMB2013S-16,2013-04-18,2019-07,60.62,31.78,1.76
14157,KHFCMB2013S-16,2013-04-18,2019-06,60.65,31.88,1.66
14158,KHFCMB2013S-16,2013-04-18,2019-05,60.65,31.83,1.84
14159,KHFCMB2013S-16,2013-04-18,2019-04,60.66,31.88,1.54
14160,KHFCMB2013S-16,2013-04-18,2019-03,60.64,31.87,0.78
14161,KHFCMB2013S-16,2013-04-18,2019-02,60.62,31.88,1.16
14162,KHFCMB2013S-16,2013-04-18,2019-01,60.55,31.92,2.1
14163,KHFCMB2013S-16,2013-04-18,2018-12,60.52,31.82,1.72
14164,KHFCMB2013S-16,2013-04-18,2018-11,60.55,31.81,1.53
14165,KHFCMB2013S-16,2013-04-18,2018-10,60.52,31.86,1.59
14166,KHFCMB2013S-16,2013-04-18,2018-09,60.49,31.88,1.31
14167,KHFCMB2013S-16,2013-04-18,2018-08,60.43,31.8,1.71
14168,KHFCMB2013S-16,2013-04-18,2018-07,60.42,31.89,1.59
14169,KHFCMB2013S-16,2013-04-18,2018-06,60.46,31.84,0.73
14170,KHFCMB2013S-16,2013-04-18,2018-05,60.4,31.98,1.19
