,발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
4661,KHFCMB2017S-12,2017-05-16,2020-06,61.07,29.76,2.21
4662,KHFCMB2017S-12,2017-05-16,2020-05,61.02,29.79,2.22
4663,KHFCMB2017S-12,2017-05-16,2020-04,60.96,29.79,2.35
4664,KHFCMB2017S-12,2017-05-16,2020-03,60.93,29.83,2.07
4665,KHFCMB2017S-12,2017-05-16,2020-02,60.88,29.89,2.15
4666,KHFCMB2017S-12,2017-05-16,2020-01,60.86,29.89,1.57
4667,KHFCMB2017S-12,2017-05-16,2019-12,60.82,29.92,2.06
4668,KHFCMB2017S-12,2017-05-16,2019-11,60.8,29.92,1.68
4669,KHFCMB2017S-12,2017-05-16,2019-10,60.76,29.97,2.02
4670,KHFCMB2017S-12,2017-05-16,2019-09,60.76,30.0,1.39
4671,KHFCMB2017S-12,2017-05-16,2019-08,60.72,30.01,1.47
4672,KHFCMB2017S-12,2017-05-16,2019-07,60.7,30.02,1.09
4673,KHFCMB2017S-12,2017-05-16,2019-06,60.67,30.02,0.79
4674,KHFCMB2017S-12,2017-05-16,2019-05,60.66,30.03,0.54
4675,KHFCMB2017S-12,2017-05-16,2019-04,60.64,30.02,0.86
4676,KHFCMB2017S-12,2017-05-16,2019-03,60.63,30.05,0.74
4677,KHFCMB2017S-12,2017-05-16,2019-02,60.62,30.05,0.89
4678,KHFCMB2017S-12,2017-05-16,2019-01,60.61,30.12,0.67
4679,KHFCMB2017S-12,2017-05-16,2018-12,60.58,30.13,0.57
4680,KHFCMB2017S-12,2017-05-16,2018-11,60.56,30.13,0.63
4681,KHFCMB2017S-12,2017-05-16,2018-10,60.55,30.15,0.62
4682,KHFCMB2017S-12,2017-05-16,2018-09,60.52,30.16,0.56
4683,KHFCMB2017S-12,2017-05-16,2018-08,60.51,30.18,0.64
4684,KHFCMB2017S-12,2017-05-16,2018-07,60.49,30.19,0.61
4685,KHFCMB2017S-12,2017-05-16,2018-06,60.48,30.2,0.61
4686,KHFCMB2017S-12,2017-05-16,2018-05,60.48,30.21,0.61
4687,KHFCMB2017S-12,2017-05-16,2018-04,60.44,30.22,0.51
4688,KHFCMB2017S-12,2017-05-16,2018-03,60.43,30.22,0.93
4689,KHFCMB2017S-12,2017-05-16,2018-02,60.43,30.23,0.5
4690,KHFCMB2017S-12,2017-05-16,2018-01,60.4,30.25,0.5
4691,KHFCMB2017S-12,2017-05-16,2017-12,60.38,30.24,0.5
4692,KHFCMB2017S-12,2017-05-16,2017-11,60.35,30.23,0.52
4693,KHFCMB2017S-12,2017-05-16,2017-10,60.34,30.23,0.52
4694,KHFCMB2017S-12,2017-05-16,2017-09,60.31,30.24,0.48
4695,KHFCMB2017S-12,2017-05-16,2017-08,60.3,30.24,0.7
4696,KHFCMB2017S-12,2017-05-16,2017-07,60.29,30.25,0.73
4697,KHFCMB2017S-12,2017-05-16,2017-06,60.28,30.25,0.85
4698,KHFCMB2017S-12,2017-05-16,2017-05,60.27,30.26,0.67
4699,KHFCMB2017S-11,2017-04-27,2022-06,59.07,27.48,0.3873
4700,KHFCMB2017S-11,2017-04-27,2022-05,59.06,27.48,0.5666
4701,KHFCMB2017S-11,2017-04-27,2022-04,59.04,27.45,0.8081
4702,KHFCMB2017S-11,2017-04-27,2022-03,59.05,27.42,0.4918
4703,KHFCMB2017S-11,2017-04-27,2022-02,59.04,27.43,0.5825
4704,KHFCMB2017S-11,2017-04-27,2022-01,59.04,27.43,0.9659
4705,KHFCMB2017S-11,2017-04-27,2021-12,59.03,27.47,0.9553
4706,KHFCMB2017S-11,2017-04-27,2021-11,59.02,27.46,1.264
4707,KHFCMB2017S-11,2017-04-27,2021-10,59.03,27.42,1.297
4708,KHFCMB2017S-11,2017-04-27,2021-09,59.01,27.41,1.2916
4709,KHFCMB2017S-11,2017-04-27,2021-08,59.03,27.39,1.1255
4710,KHFCMB2017S-11,2017-04-27,2021-07,58.98,27.47,0.9533
4711,KHFCMB2017S-11,2017-04-27,2021-06,59.01,27.46,0.6718
4712,KHFCMB2017S-11,2017-04-27,2021-03,58.95,27.46,1.71
4713,KHFCMB2017S-11,2017-04-27,2021-02,58.92,27.48,1.84
4714,KHFCMB2017S-11,2017-04-27,2021-01,58.92,27.54,1.92
4715,KHFCMB2017S-11,2017-04-27,2020-12,58.95,27.59,2.47
4716,KHFCMB2017S-11,2017-04-27,2020-11,59.01,27.63,1.41
4717,KHFCMB2017S-11,2017-04-27,2020-10,58.96,27.63,1.76
4718,KHFCMB2017S-11,2017-04-27,2020-09,58.93,27.6,1.98
4719,KHFCMB2017S-11,2017-04-27,2020-08,58.91,27.66,1.69
4720,KHFCMB2017S-11,2017-04-27,2020-07,58.92,27.72,1.89
4721,KHFCMB2017S-11,2017-04-27,2020-06,58.89,27.73,1.32
4722,KHFCMB2017S-11,2017-04-27,2020-05,58.86,27.76,1.75
4723,KHFCMB2017S-11,2017-04-27,2020-04,58.84,27.79,1.73
4724,KHFCMB2017S-11,2017-04-27,2020-03,58.78,27.8,1.8
4725,KHFCMB2017S-11,2017-04-27,2020-02,58.7,27.83,2.86
4726,KHFCMB2017S-11,2017-04-27,2020-01,58.62,27.82,3.04
4727,KHFCMB2017S-11,2017-04-27,2019-12,58.69,27.85,3.25
4728,KHFCMB2017S-11,2017-04-27,2019-11,58.7,27.92,2.61
4729,KHFCMB2017S-11,2017-04-27,2019-10,58.67,27.9,1.86
4730,KHFCMB2017S-11,2017-04-27,2019-09,58.67,27.87,1.55
4731,KHFCMB2017S-11,2017-04-27,2019-08,58.64,27.88,1.25
4732,KHFCMB2017S-11,2017-04-27,2019-07,58.61,27.86,1.03
4733,KHFCMB2017S-11,2017-04-27,2019-06,58.56,27.83,0.66
4734,KHFCMB2017S-11,2017-04-27,2019-05,58.55,27.83,0.72
4735,KHFCMB2017S-11,2017-04-27,2019-04,58.52,27.84,0.89
4736,KHFCMB2017S-11,2017-04-27,2019-03,58.53,27.84,0.64
4737,KHFCMB2017S-11,2017-04-27,2019-02,58.52,27.86,0.58
4738,KHFCMB2017S-11,2017-04-27,2019-01,58.48,27.86,0.64
4739,KHFCMB2017S-11,2017-04-27,2018-12,58.48,27.86,0.82
4740,KHFCMB2017S-11,2017-04-27,2018-11,58.47,27.89,0.75
4741,KHFCMB2017S-11,2017-04-27,2018-10,58.48,27.87,0.66
4742,KHFCMB2017S-11,2017-04-27,2018-09,58.47,27.89,0.5
4743,KHFCMB2017S-11,2017-04-27,2018-08,58.46,27.91,0.57
4744,KHFCMB2017S-11,2017-04-27,2018-07,58.42,27.94,0.37
4745,KHFCMB2017S-11,2017-04-27,2018-06,58.4,27.94,0.51
4746,KHFCMB2017S-11,2017-04-27,2018-05,58.37,27.95,0.33
4747,KHFCMB2017S-11,2017-04-27,2018-04,58.35,27.94,0.51
4748,KHFCMB2017S-11,2017-04-27,2018-03,58.33,27.95,0.72
4749,KHFCMB2017S-11,2017-04-27,2018-02,58.3,27.92,0.74
4750,KHFCMB2017S-11,2017-04-27,2018-01,58.29,27.94,0.57
4751,KHFCMB2017S-11,2017-04-27,2017-12,58.25,27.95,0.39
4752,KHFCMB2017S-11,2017-04-27,2017-11,58.22,27.95,0.36
4753,KHFCMB2017S-11,2017-04-27,2017-10,58.2,27.94,0.28
4754,KHFCMB2017S-11,2017-04-27,2017-09,58.19,27.95,0.42
4755,KHFCMB2017S-11,2017-04-27,2017-08,58.17,27.96,0.53
4756,KHFCMB2017S-11,2017-04-27,2017-07,58.17,27.97,0.38
4757,KHFCMB2017S-11,2017-04-27,2017-06,58.15,27.98,0.35
4758,KHFCMB2017S-11,2017-04-27,2017-05,58.12,27.97,0.36
4759,KHFCMB2017S-11,2017-04-27,2017-04,58.09,27.98,0.13
4760,KHFCMB2017S-10,2017-04-21,2022-06,61.49,30.29,0.5099
4761,KHFCMB2017S-10,2017-04-21,2022-05,61.48,30.28,0.5478
4762,KHFCMB2017S-10,2017-04-21,2022-04,61.47,30.27,0.8825
4763,KHFCMB2017S-10,2017-04-21,2022-03,61.59,30.34,0.6654
4764,KHFCMB2017S-10,2017-04-21,2022-02,61.6,30.36,0.883
4765,KHFCMB2017S-10,2017-04-21,2022-01,61.58,30.37,0.719
4766,KHFCMB2017S-10,2017-04-21,2021-12,61.56,30.37,0.9859
4767,KHFCMB2017S-10,2017-04-21,2021-11,61.56,30.38,0.9244
4768,KHFCMB2017S-10,2017-04-21,2021-10,61.55,30.39,1.0687
4769,KHFCMB2017S-10,2017-04-21,2021-09,61.56,30.42,1.2112
4770,KHFCMB2017S-10,2017-04-21,2021-08,61.59,30.39,1.3884
4771,KHFCMB2017S-10,2017-04-21,2021-07,61.6,30.35,1.0994
4772,KHFCMB2017S-10,2017-04-21,2021-06,61.59,30.35,1.4618
4773,KHFCMB2017S-10,2017-04-21,2021-03,61.61,30.36,1.61
4774,KHFCMB2017S-10,2017-04-21,2021-02,61.62,30.4,1.67
4775,KHFCMB2017S-10,2017-04-21,2021-01,61.6,30.39,1.79
4776,KHFCMB2017S-10,2017-04-21,2020-12,61.6,30.39,1.78
4777,KHFCMB2017S-10,2017-04-21,2020-11,61.6,30.38,1.79
4778,KHFCMB2017S-10,2017-04-21,2020-10,61.59,30.43,1.58
4779,KHFCMB2017S-10,2017-04-21,2020-09,61.57,30.48,2.03
4780,KHFCMB2017S-10,2017-04-21,2020-08,61.54,30.57,2.3
4781,KHFCMB2017S-10,2017-04-21,2020-07,61.49,30.6,2.3
4782,KHFCMB2017S-10,2017-04-21,2020-06,61.46,30.62,2.33
4783,KHFCMB2017S-10,2017-04-21,2020-05,61.46,30.6,2.2
4784,KHFCMB2017S-10,2017-04-21,2020-04,61.4,30.59,2.29
4785,KHFCMB2017S-10,2017-04-21,2020-03,61.35,30.62,2.74
4786,KHFCMB2017S-10,2017-04-21,2020-02,61.32,30.65,2.23
4787,KHFCMB2017S-10,2017-04-21,2020-01,61.28,30.77,1.93
4788,KHFCMB2017S-10,2017-04-21,2019-12,61.26,30.79,1.63
4789,KHFCMB2017S-10,2017-04-21,2019-11,61.23,30.81,1.85
4790,KHFCMB2017S-10,2017-04-21,2019-10,61.19,30.81,1.52
4791,KHFCMB2017S-10,2017-04-21,2019-09,61.16,30.82,1.55
4792,KHFCMB2017S-10,2017-04-21,2019-08,61.13,30.83,1.74
4793,KHFCMB2017S-10,2017-04-21,2019-07,61.13,30.83,1.08
4794,KHFCMB2017S-10,2017-04-21,2019-06,61.13,30.85,0.83
4795,KHFCMB2017S-10,2017-04-21,2019-05,61.11,30.82,0.83
4796,KHFCMB2017S-10,2017-04-21,2019-04,61.1,30.84,0.88
4797,KHFCMB2017S-10,2017-04-21,2019-03,61.06,30.85,0.98
4798,KHFCMB2017S-10,2017-04-21,2019-02,61.03,30.85,0.88
4799,KHFCMB2017S-10,2017-04-21,2019-01,61.01,30.85,0.91
4800,KHFCMB2017S-10,2017-04-21,2018-12,60.99,30.85,0.65
4801,KHFCMB2017S-10,2017-04-21,2018-11,60.97,30.84,0.75
4802,KHFCMB2017S-10,2017-04-21,2018-10,60.96,30.85,0.75
4803,KHFCMB2017S-10,2017-04-21,2018-09,60.95,30.83,0.38
4804,KHFCMB2017S-10,2017-04-21,2018-08,60.93,30.81,0.67
4805,KHFCMB2017S-10,2017-04-21,2018-07,60.92,30.82,0.7
4806,KHFCMB2017S-10,2017-04-21,2018-06,60.91,30.8,0.66
4807,KHFCMB2017S-10,2017-04-21,2018-05,60.9,30.79,0.59
4808,KHFCMB2017S-10,2017-04-21,2018-04,60.88,30.79,0.68
4809,KHFCMB2017S-10,2017-04-21,2018-03,60.88,30.76,0.82
4810,KHFCMB2017S-10,2017-04-21,2018-02,60.86,30.75,0.73
4811,KHFCMB2017S-10,2017-04-21,2018-01,60.86,30.76,0.57
4812,KHFCMB2017S-10,2017-04-21,2017-12,60.83,30.75,0.53
4813,KHFCMB2017S-10,2017-04-21,2017-11,60.79,30.77,0.59
4814,KHFCMB2017S-10,2017-04-21,2017-10,60.79,30.79,0.6
4815,KHFCMB2017S-10,2017-04-21,2017-09,60.78,30.8,0.66
4816,KHFCMB2017S-10,2017-04-21,2017-08,60.77,30.82,0.58
4817,KHFCMB2017S-10,2017-04-21,2017-07,60.75,30.84,0.73
4818,KHFCMB2017S-10,2017-04-21,2017-06,60.75,30.86,0.77
4819,KHFCMB2017S-10,2017-04-21,2017-05,60.73,30.85,0.73
4820,KHFCMB2017S-10,2017-04-21,2017-04,60.73,30.86,0.71
4821,KHFCMB2017S-09,2017-04-07,2022-06,61.14,29.06,0.667
4822,KHFCMB2017S-09,2017-04-07,2022-05,61.15,29.07,0.5907
4823,KHFCMB2017S-09,2017-04-07,2022-04,61.15,29.06,0.4239
4824,KHFCMB2017S-09,2017-04-07,2022-03,61.15,29.05,0.4757
4825,KHFCMB2017S-09,2017-04-07,2022-02,61.13,29.04,0.6815
4826,KHFCMB2017S-09,2017-04-07,2022-01,61.12,29.05,0.8807
4827,KHFCMB2017S-09,2017-04-07,2021-12,61.1,29.02,0.9108
4828,KHFCMB2017S-09,2017-04-07,2021-11,61.09,29.06,0.9828
4829,KHFCMB2017S-09,2017-04-07,2021-10,61.08,29.07,1.2157
4830,KHFCMB2017S-09,2017-04-07,2021-09,61.08,29.07,1.2465
4831,KHFCMB2017S-09,2017-04-07,2021-08,61.08,29.08,0.8628
4832,KHFCMB2017S-09,2017-04-07,2021-07,61.05,29.09,0.8213
4833,KHFCMB2017S-09,2017-04-07,2021-06,61.04,29.11,0.9603
4834,KHFCMB2017S-09,2017-04-07,2021-03,61.02,29.11,1.78
4835,KHFCMB2017S-09,2017-04-07,2021-02,60.98,29.1,1.4
4836,KHFCMB2017S-09,2017-04-07,2021-01,60.93,29.06,1.49
4837,KHFCMB2017S-09,2017-04-07,2020-12,60.91,29.07,2.02
4838,KHFCMB2017S-09,2017-04-07,2020-11,60.9,29.06,1.42
4839,KHFCMB2017S-09,2017-04-07,2020-10,60.88,29.06,1.41
4840,KHFCMB2017S-09,2017-04-07,2020-09,60.88,29.06,2.0
4841,KHFCMB2017S-09,2017-04-07,2020-08,60.86,29.04,2.22
4842,KHFCMB2017S-09,2017-04-07,2020-07,60.81,29.06,2.07
4843,KHFCMB2017S-09,2017-04-07,2020-06,60.78,29.09,1.87
4844,KHFCMB2017S-09,2017-04-07,2020-05,60.76,29.08,1.68
4845,KHFCMB2017S-09,2017-04-07,2020-04,60.74,29.11,1.82
4846,KHFCMB2017S-09,2017-04-07,2020-03,60.73,29.12,2.7
4847,KHFCMB2017S-09,2017-04-07,2020-02,60.7,29.15,2.64
4848,KHFCMB2017S-09,2017-04-07,2020-01,60.66,29.2,1.65
4849,KHFCMB2017S-09,2017-04-07,2019-12,60.62,29.24,2.24
4850,KHFCMB2017S-09,2017-04-07,2019-11,60.57,29.25,2.28
4851,KHFCMB2017S-09,2017-04-07,2019-10,60.57,29.22,2.01
4852,KHFCMB2017S-09,2017-04-07,2019-09,60.53,29.28,1.23
4853,KHFCMB2017S-09,2017-04-07,2019-08,60.5,29.27,1.18
4854,KHFCMB2017S-09,2017-04-07,2019-07,60.49,29.3,1.0
4855,KHFCMB2017S-09,2017-04-07,2019-06,60.46,29.31,0.79
4856,KHFCMB2017S-09,2017-04-07,2019-05,60.44,29.33,0.63
4857,KHFCMB2017S-09,2017-04-07,2019-04,60.42,29.33,0.82
4858,KHFCMB2017S-09,2017-04-07,2019-03,60.38,29.37,0.7
4859,KHFCMB2017S-09,2017-04-07,2019-02,60.35,29.35,0.94
4860,KHFCMB2017S-09,2017-04-07,2019-01,60.32,29.34,0.88
4861,KHFCMB2017S-09,2017-04-07,2018-12,60.29,29.31,0.91
4862,KHFCMB2017S-09,2017-04-07,2018-11,60.28,29.31,0.77
4863,KHFCMB2017S-09,2017-04-07,2018-10,60.26,29.29,0.61
4864,KHFCMB2017S-09,2017-04-07,2018-09,60.24,29.29,0.37
4865,KHFCMB2017S-09,2017-04-07,2018-08,60.23,29.3,0.63
4866,KHFCMB2017S-09,2017-04-07,2018-07,60.22,29.29,0.61
4867,KHFCMB2017S-09,2017-04-07,2018-06,60.21,29.29,0.5
4868,KHFCMB2017S-09,2017-04-07,2018-05,60.18,29.28,0.51
4869,KHFCMB2017S-09,2017-04-07,2018-04,60.16,29.29,0.53
4870,KHFCMB2017S-09,2017-04-07,2018-03,60.15,29.3,0.64
4871,KHFCMB2017S-09,2017-04-07,2018-02,60.11,29.28,0.9
4872,KHFCMB2017S-09,2017-04-07,2018-01,60.08,29.27,0.59
4873,KHFCMB2017S-09,2017-04-07,2017-12,60.05,29.26,0.52
4874,KHFCMB2017S-09,2017-04-07,2017-11,60.02,29.24,0.42
4875,KHFCMB2017S-09,2017-04-07,2017-10,60.0,29.25,0.36
4876,KHFCMB2017S-09,2017-04-07,2017-09,59.98,29.24,0.46
4877,KHFCMB2017S-09,2017-04-07,2017-08,59.97,29.23,0.53
4878,KHFCMB2017S-09,2017-04-07,2017-07,59.95,29.22,0.37
4879,KHFCMB2017S-09,2017-04-07,2017-06,59.93,29.23,0.59
4880,KHFCMB2017S-09,2017-04-07,2017-05,59.92,29.23,0.58
4881,KHFCMB2017S-09,2017-04-07,2017-04,59.89,29.24,0.65
4882,KHFCMB2017S-08,2017-03-30,2022-06,57.96,27.67,0.7543
4883,KHFCMB2017S-08,2017-03-30,2022-05,57.93,27.71,0.6051
4884,KHFCMB2017S-08,2017-03-30,2022-04,57.9,27.72,0.8268
4885,KHFCMB2017S-08,2017-03-30,2022-03,57.92,27.69,0.7247
4886,KHFCMB2017S-08,2017-03-30,2022-02,58.85,28.45,1.1318
4887,KHFCMB2017S-08,2017-03-30,2022-01,58.84,28.44,0.9049
4888,KHFCMB2017S-08,2017-03-30,2021-12,58.79,28.4,0.7507
4889,KHFCMB2017S-08,2017-03-30,2021-11,58.77,28.37,1.033
4890,KHFCMB2017S-08,2017-03-30,2021-10,58.78,28.38,1.4265
4891,KHFCMB2017S-08,2017-03-30,2021-09,58.76,28.4,1.1925
4892,KHFCMB2017S-08,2017-03-30,2021-08,58.75,28.38,1.3515
4893,KHFCMB2017S-08,2017-03-30,2021-07,58.73,28.38,1.5318
4894,KHFCMB2017S-08,2017-03-30,2021-06,58.73,28.37,1.4169
4895,KHFCMB2017S-08,2017-03-30,2021-03,58.74,28.38,1.97
4896,KHFCMB2017S-08,2017-03-30,2021-02,58.74,28.36,2.21
4897,KHFCMB2017S-08,2017-03-30,2021-01,58.76,28.39,1.44
4898,KHFCMB2017S-08,2017-03-30,2020-12,58.73,28.37,1.61
4899,KHFCMB2017S-08,2017-03-30,2020-11,58.73,28.42,1.65
4900,KHFCMB2017S-08,2017-03-30,2020-10,58.74,28.46,2.13
4901,KHFCMB2017S-08,2017-03-30,2020-09,58.73,28.42,1.37
4902,KHFCMB2017S-08,2017-03-30,2020-08,58.73,28.46,1.78
4903,KHFCMB2017S-08,2017-03-30,2020-07,58.7,28.47,1.94
4904,KHFCMB2017S-08,2017-03-30,2020-06,58.67,28.48,1.47
4905,KHFCMB2017S-08,2017-03-30,2020-05,58.69,28.54,2.31
4906,KHFCMB2017S-08,2017-03-30,2020-04,58.67,28.57,1.74
4907,KHFCMB2017S-08,2017-03-30,2020-03,58.68,28.56,2.0
4908,KHFCMB2017S-08,2017-03-30,2020-02,58.66,28.58,2.58
4909,KHFCMB2017S-08,2017-03-30,2020-01,58.58,28.53,1.85
4910,KHFCMB2017S-08,2017-03-30,2019-12,58.59,28.53,1.72
4911,KHFCMB2017S-08,2017-03-30,2019-11,58.52,28.48,1.8
4912,KHFCMB2017S-08,2017-03-30,2019-10,58.47,28.49,1.6
4913,KHFCMB2017S-08,2017-03-30,2019-09,58.45,28.53,1.37
4914,KHFCMB2017S-08,2017-03-30,2019-08,58.42,28.52,1.17
4915,KHFCMB2017S-08,2017-03-30,2019-07,58.4,28.51,0.77
4916,KHFCMB2017S-08,2017-03-30,2019-06,58.37,28.53,0.71
4917,KHFCMB2017S-08,2017-03-30,2019-05,58.33,28.54,0.4
4918,KHFCMB2017S-08,2017-03-30,2019-04,58.31,28.53,0.77
4919,KHFCMB2017S-08,2017-03-30,2019-03,58.31,28.59,0.81
4920,KHFCMB2017S-08,2017-03-30,2019-02,58.29,28.59,0.92
4921,KHFCMB2017S-08,2017-03-30,2019-01,58.25,28.56,0.7
4922,KHFCMB2017S-08,2017-03-30,2018-12,58.25,28.6,0.45
4923,KHFCMB2017S-08,2017-03-30,2018-11,58.2,28.6,0.58
4924,KHFCMB2017S-08,2017-03-30,2018-10,58.19,28.6,0.75
4925,KHFCMB2017S-08,2017-03-30,2018-09,58.17,28.6,0.5
4926,KHFCMB2017S-08,2017-03-30,2018-08,58.16,28.68,0.45
4927,KHFCMB2017S-08,2017-03-30,2018-07,58.13,28.69,0.61
4928,KHFCMB2017S-08,2017-03-30,2018-06,58.12,28.67,0.41
4929,KHFCMB2017S-08,2017-03-30,2018-05,58.11,28.67,0.58
4930,KHFCMB2017S-08,2017-03-30,2018-04,58.1,28.68,0.62
4931,KHFCMB2017S-08,2017-03-30,2018-03,58.06,28.66,0.58
4932,KHFCMB2017S-08,2017-03-30,2018-02,58.02,28.65,0.66
4933,KHFCMB2017S-08,2017-03-30,2018-01,58.03,28.66,0.38
4934,KHFCMB2017S-08,2017-03-30,2017-12,57.99,28.64,0.51
4935,KHFCMB2017S-08,2017-03-30,2017-11,57.97,28.64,0.46
4936,KHFCMB2017S-08,2017-03-30,2017-10,57.94,28.63,0.27
4937,KHFCMB2017S-08,2017-03-30,2017-09,57.94,28.63,0.38
4938,KHFCMB2017S-08,2017-03-30,2017-08,57.92,28.64,0.4
4939,KHFCMB2017S-08,2017-03-30,2017-07,57.92,28.64,0.36
4940,KHFCMB2017S-08,2017-03-30,2017-06,57.91,28.65,0.52
4941,KHFCMB2017S-08,2017-03-30,2017-05,57.89,28.65,0.44
4942,KHFCMB2017S-08,2017-03-30,2017-04,57.87,28.67,0.52
4943,KHFCMB2017S-08,2017-03-30,2017-03,57.87,28.67,0.28
4944,KHFCMB2017S-07,2017-03-24,2022-06,61.23,30.05,0.7529
4945,KHFCMB2017S-07,2017-03-24,2022-05,61.21,30.06,0.4709
4946,KHFCMB2017S-07,2017-03-24,2022-04,61.19,30.07,0.7
4947,KHFCMB2017S-07,2017-03-24,2022-03,61.18,30.07,0.4099
4948,KHFCMB2017S-07,2017-03-24,2022-02,61.28,30.09,0.7765
4949,KHFCMB2017S-07,2017-03-24,2022-01,61.28,30.08,0.8613
4950,KHFCMB2017S-07,2017-03-24,2021-12,61.28,30.03,0.8734
4951,KHFCMB2017S-07,2017-03-24,2021-11,61.25,30.05,0.6186
4952,KHFCMB2017S-07,2017-03-24,2021-10,61.19,30.01,1.28
4953,KHFCMB2017S-07,2017-03-24,2021-09,61.19,30.03,0.909
4954,KHFCMB2017S-07,2017-03-24,2021-08,61.15,30.07,0.9097
4955,KHFCMB2017S-07,2017-03-24,2021-07,61.13,30.08,1.5218
4956,KHFCMB2017S-07,2017-03-24,2021-06,61.13,30.09,1.0855
4957,KHFCMB2017S-07,2017-03-24,2021-03,61.06,30.04,1.52
4958,KHFCMB2017S-07,2017-03-24,2021-02,61.0,29.99,1.76
4959,KHFCMB2017S-07,2017-03-24,2021-01,60.96,30.0,1.81
4960,KHFCMB2017S-07,2017-03-24,2020-12,60.96,29.98,1.86
4961,KHFCMB2017S-07,2017-03-24,2020-11,60.94,29.99,1.54
4962,KHFCMB2017S-07,2017-03-24,2020-10,60.94,30.02,1.94
4963,KHFCMB2017S-07,2017-03-24,2020-09,60.91,29.95,1.94
4964,KHFCMB2017S-07,2017-03-24,2020-08,60.93,30.02,1.69
4965,KHFCMB2017S-07,2017-03-24,2020-07,60.92,30.04,1.64
4966,KHFCMB2017S-07,2017-03-24,2020-06,60.91,30.19,1.81
4967,KHFCMB2017S-07,2017-03-24,2020-05,60.9,30.17,1.97
4968,KHFCMB2017S-07,2017-03-24,2020-04,60.91,30.21,1.6
4969,KHFCMB2017S-07,2017-03-24,2020-03,60.89,30.24,2.26
4970,KHFCMB2017S-07,2017-03-24,2020-02,60.86,30.27,1.9
4971,KHFCMB2017S-07,2017-03-24,2020-01,60.85,30.3,1.76
4972,KHFCMB2017S-07,2017-03-24,2019-12,60.79,30.33,1.85
4973,KHFCMB2017S-07,2017-03-24,2019-11,60.73,30.33,1.6
4974,KHFCMB2017S-07,2017-03-24,2019-10,60.67,30.35,1.44
4975,KHFCMB2017S-07,2017-03-24,2019-09,60.64,30.4,1.3
4976,KHFCMB2017S-07,2017-03-24,2019-08,60.62,30.39,1.13
4977,KHFCMB2017S-07,2017-03-24,2019-07,60.58,30.38,1.11
4978,KHFCMB2017S-07,2017-03-24,2019-06,60.56,30.46,0.72
4979,KHFCMB2017S-07,2017-03-24,2019-05,60.54,30.45,0.83
4980,KHFCMB2017S-07,2017-03-24,2019-04,60.54,30.4,0.88
4981,KHFCMB2017S-07,2017-03-24,2019-03,60.53,30.44,0.73
4982,KHFCMB2017S-07,2017-03-24,2019-02,60.5,30.42,0.98
4983,KHFCMB2017S-07,2017-03-24,2019-01,60.46,30.42,0.72
4984,KHFCMB2017S-07,2017-03-24,2018-12,60.42,30.4,0.72
4985,KHFCMB2017S-07,2017-03-24,2018-11,60.39,30.42,0.66
4986,KHFCMB2017S-07,2017-03-24,2018-10,60.35,30.43,0.65
4987,KHFCMB2017S-07,2017-03-24,2018-09,60.34,30.43,0.54
4988,KHFCMB2017S-07,2017-03-24,2018-08,60.35,30.45,0.46
4989,KHFCMB2017S-07,2017-03-24,2018-07,60.35,30.45,0.55
4990,KHFCMB2017S-07,2017-03-24,2018-06,60.34,30.47,0.49
4991,KHFCMB2017S-07,2017-03-24,2018-05,60.32,30.5,0.44
4992,KHFCMB2017S-07,2017-03-24,2018-04,60.3,30.49,0.51
4993,KHFCMB2017S-07,2017-03-24,2018-03,60.27,30.51,0.67
4994,KHFCMB2017S-07,2017-03-24,2018-02,60.26,30.54,0.57
4995,KHFCMB2017S-07,2017-03-24,2018-01,60.21,30.53,0.58
4996,KHFCMB2017S-07,2017-03-24,2017-12,60.16,30.5,0.46
4997,KHFCMB2017S-07,2017-03-24,2017-11,60.13,30.52,0.51
4998,KHFCMB2017S-07,2017-03-24,2017-10,60.13,30.53,0.38
4999,KHFCMB2017S-07,2017-03-24,2017-09,60.11,30.53,0.46
5000,KHFCMB2017S-07,2017-03-24,2017-08,60.11,30.53,0.66
5001,KHFCMB2017S-07,2017-03-24,2017-07,60.09,30.54,0.61
5002,KHFCMB2017S-07,2017-03-24,2017-06,60.07,30.54,0.42
5003,KHFCMB2017S-07,2017-03-24,2017-05,60.05,30.57,0.42
5004,KHFCMB2017S-07,2017-03-24,2017-04,60.03,30.56,0.63
5005,KHFCMB2017S-07,2017-03-24,2017-03,60.03,30.58,0.35
5006,KHFCMB2017S-06,2017-03-15,2022-06,69.67,37.08,0.4895
5007,KHFCMB2017S-06,2017-03-15,2022-05,69.67,37.08,0.5234
5008,KHFCMB2017S-06,2017-03-15,2022-04,69.66,37.01,0.5488
5009,KHFCMB2017S-06,2017-03-15,2022-03,69.66,36.92,0.471
5010,KHFCMB2017S-06,2017-03-15,2022-02,69.67,36.83,0.4389
5011,KHFCMB2017S-06,2017-03-15,2022-01,69.67,36.83,0.7692
5012,KHFCMB2017S-06,2017-03-15,2021-12,69.67,36.85,1.4141
5013,KHFCMB2017S-06,2017-03-15,2021-11,69.67,36.79,1.1774
5014,KHFCMB2017S-06,2017-03-15,2021-10,69.66,36.82,0.8717
5015,KHFCMB2017S-06,2017-03-15,2021-09,69.66,36.77,1.602
5016,KHFCMB2017S-06,2017-03-15,2021-08,69.67,36.76,0.6961
