,발행회차,발행일자,기준월,만기전상환율
9851,MBS 2007-04,2007-08-23,2013-01,5.44
9852,MBS 2007-04,2007-08-23,2012-12,6.41
9853,MBS 2007-04,2007-08-23,2012-11,7.58
9854,MBS 2007-04,2007-08-23,2012-10,6.16
9855,MBS 2007-04,2007-08-23,2012-09,5.19
9856,MBS 2007-04,2007-08-23,2012-08,8.48
9857,MBS 2007-04,2007-08-23,2012-07,6.73
9858,MBS 2007-04,2007-08-23,2012-06,7.86
9859,MBS 2007-04,2007-08-23,2012-05,5.71
9860,MBS 2007-04,2007-08-23,2012-04,3.6
9861,MBS 2007-04,2007-08-23,2012-03,3.75
9862,MBS 2007-04,2007-08-23,2012-02,2.16
9863,MBS 2007-04,2007-08-23,2012-01,1.54
9864,MBS 2007-04,2007-08-23,2011-12,2.7
9865,MBS 2007-04,2007-08-23,2011-11,2.61
9866,MBS 2007-04,2007-08-23,2011-10,2.41
9867,MBS 2007-04,2007-08-23,2011-09,2.07
9868,MBS 2007-04,2007-08-23,2011-08,2.69
9869,MBS 2007-04,2007-08-23,2011-07,2.83
9870,MBS 2007-04,2007-08-23,2011-06,3.48
9871,MBS 2007-04,2007-08-23,2011-05,3.22
9872,MBS 2007-04,2007-08-23,2011-04,3.81
9873,MBS 2007-04,2007-08-23,2011-03,3.96
9874,MBS 2007-04,2007-08-23,2011-02,2.83
9875,MBS 2007-04,2007-08-23,2011-01,2.65
9876,MBS 2007-03,2007-07-11,2015-12,3.26
9877,MBS 2007-03,2007-07-11,2015-11,5.37
9878,MBS 2007-03,2007-07-11,2015-10,2.14
9879,MBS 2007-03,2007-07-11,2015-09,5.19
9880,MBS 2007-03,2007-07-11,2015-08,6.07
9881,MBS 2007-03,2007-07-11,2015-07,2.74
9882,MBS 2007-03,2007-07-11,2015-06,6.15
9883,MBS 2007-03,2007-07-11,2015-05,7.13
9884,MBS 2007-03,2007-07-11,2015-04,10.25
9885,MBS 2007-03,2007-07-11,2015-03,6.13
9886,MBS 2007-03,2007-07-11,2015-02,7.14
9887,MBS 2007-03,2007-07-11,2015-01,4.34
9888,MBS 2007-03,2007-07-11,2014-12,3.74
9889,MBS 2007-03,2007-07-11,2014-11,4.45
9890,MBS 2007-03,2007-07-11,2014-10,5.71
9891,MBS 2007-03,2007-07-11,2014-09,3.04
9892,MBS 2007-03,2007-07-11,2014-08,6.13
9893,MBS 2007-03,2007-07-11,2014-07,4.91
9894,MBS 2007-03,2007-07-11,2014-06,3.44
9895,MBS 2007-03,2007-07-11,2014-05,4.72
9896,MBS 2007-03,2007-07-11,2014-04,5.17
9897,MBS 2007-03,2007-07-11,2014-03,3.82
9898,MBS 2007-03,2007-07-11,2014-02,5.84
9899,MBS 2007-03,2007-07-11,2014-01,2.97
9900,MBS 2007-03,2007-07-11,2013-12,4.62
9901,MBS 2007-03,2007-07-11,2013-11,5.26
9902,MBS 2007-03,2007-07-11,2013-10,5.71
9903,MBS 2007-03,2007-07-11,2013-09,4.62
9904,MBS 2007-03,2007-07-11,2013-08,2.8
9905,MBS 2007-03,2007-07-11,2013-07,6.01
9906,MBS 2007-03,2007-07-11,2013-06,6.81
9907,MBS 2007-03,2007-07-11,2013-05,7.07
9908,MBS 2007-03,2007-07-11,2013-04,8.75
9909,MBS 2007-03,2007-07-11,2013-03,8.45
9910,MBS 2007-03,2007-07-11,2013-02,0.06
9911,MBS 2007-03,2007-07-11,2013-01,4.87
9912,MBS 2007-03,2007-07-11,2012-12,5.49
9913,MBS 2007-03,2007-07-11,2012-11,7.2
9914,MBS 2007-03,2007-07-11,2012-10,7.87
9915,MBS 2007-03,2007-07-11,2012-09,5.39
9916,MBS 2007-03,2007-07-11,2012-08,6.59
9917,MBS 2007-03,2007-07-11,2012-07,5.85
9918,MBS 2007-03,2007-07-11,2012-06,5.13
9919,MBS 2007-03,2007-07-11,2012-05,7.49
9920,MBS 2007-03,2007-07-11,2012-04,6.57
9921,MBS 2007-03,2007-07-11,2012-03,4.93
9922,MBS 2007-03,2007-07-11,2012-02,2.34
9923,MBS 2007-03,2007-07-11,2012-01,1.34
9924,MBS 2007-03,2007-07-11,2011-12,2.6
9925,MBS 2007-03,2007-07-11,2011-11,2.08
9926,MBS 2007-03,2007-07-11,2011-10,2.12
9927,MBS 2007-03,2007-07-11,2011-09,1.95
9928,MBS 2007-03,2007-07-11,2011-08,2.25
9929,MBS 2007-03,2007-07-11,2011-07,2.73
9930,MBS 2007-03,2007-07-11,2011-06,2.88
9931,MBS 2007-03,2007-07-11,2011-05,3.33
9932,MBS 2007-03,2007-07-11,2011-04,3.21
9933,MBS 2007-03,2007-07-11,2011-03,3.02
9934,MBS 2007-03,2007-07-11,2011-02,3.27
9935,MBS 2007-03,2007-07-11,2011-01,2.93
9936,MBS 2007-02,2007-04-24,2015-12,2.58
9937,MBS 2007-02,2007-04-24,2015-11,3.53
9938,MBS 2007-02,2007-04-24,2015-10,4.38
9939,MBS 2007-02,2007-04-24,2015-09,2.14
9940,MBS 2007-02,2007-04-24,2015-08,4.56
9941,MBS 2007-02,2007-04-24,2015-07,4.68
9942,MBS 2007-02,2007-04-24,2015-06,6.56
9943,MBS 2007-02,2007-04-24,2015-05,11.69
9944,MBS 2007-02,2007-04-24,2015-04,9.12
9945,MBS 2007-02,2007-04-24,2015-03,4.51
9946,MBS 2007-02,2007-04-24,2015-02,4.66
9947,MBS 2007-02,2007-04-24,2015-01,6.3
9948,MBS 2007-02,2007-04-24,2014-12,4.62
9949,MBS 2007-02,2007-04-24,2014-11,5.1
9950,MBS 2007-02,2007-04-24,2014-10,4.53
9951,MBS 2007-02,2007-04-24,2014-09,3.7
9952,MBS 2007-02,2007-04-24,2014-08,4.16
9953,MBS 2007-02,2007-04-24,2014-07,2.88
9954,MBS 2007-02,2007-04-24,2014-06,1.76
9955,MBS 2007-02,2007-04-24,2014-05,2.67
9956,MBS 2007-02,2007-04-24,2014-04,5.87
9957,MBS 2007-02,2007-04-24,2014-03,3.02
9958,MBS 2007-02,2007-04-24,2014-02,3.83
9959,MBS 2007-02,2007-04-24,2014-01,4.6
9960,MBS 2007-02,2007-04-24,2013-12,4.66
9961,MBS 2007-02,2007-04-24,2013-11,4.07
9962,MBS 2007-02,2007-04-24,2013-10,3.13
9963,MBS 2007-02,2007-04-24,2013-09,3.48
9964,MBS 2007-02,2007-04-24,2013-08,5.23
9965,MBS 2007-02,2007-04-24,2013-07,5.55
9966,MBS 2007-02,2007-04-24,2013-06,10.07
9967,MBS 2007-02,2007-04-24,2013-05,7.58
9968,MBS 2007-02,2007-04-24,2013-04,11.15
9969,MBS 2007-02,2007-04-24,2013-03,9.19
9970,MBS 2007-02,2007-04-24,2013-02,0.08
9971,MBS 2007-02,2007-04-24,2013-01,6.37
9972,MBS 2007-02,2007-04-24,2012-12,8.01
9973,MBS 2007-02,2007-04-24,2012-11,9.3
9974,MBS 2007-02,2007-04-24,2012-10,8.35
9975,MBS 2007-02,2007-04-24,2012-09,6.18
9976,MBS 2007-02,2007-04-24,2012-08,5.8
9977,MBS 2007-02,2007-04-24,2012-07,5.57
9978,MBS 2007-02,2007-04-24,2012-06,4.4
9979,MBS 2007-02,2007-04-24,2012-05,5.18
9980,MBS 2007-02,2007-04-24,2012-04,4.42
9981,MBS 2007-02,2007-04-24,2012-03,5.49
9982,MBS 2007-02,2007-04-24,2012-02,5.69
9983,MBS 2007-02,2007-04-24,2012-01,2.0
9984,MBS 2007-02,2007-04-24,2011-12,2.02
9985,MBS 2007-02,2007-04-24,2011-11,1.75
9986,MBS 2007-02,2007-04-24,2011-10,2.3
9987,MBS 2007-02,2007-04-24,2011-09,1.74
9988,MBS 2007-02,2007-04-24,2011-08,2.13
9989,MBS 2007-02,2007-04-24,2011-07,2.8
9990,MBS 2007-02,2007-04-24,2011-06,2.11
9991,MBS 2007-02,2007-04-24,2011-05,2.34
9992,MBS 2007-02,2007-04-24,2011-04,3.38
9993,MBS 2007-02,2007-04-24,2011-03,2.66
9994,MBS 2007-02,2007-04-24,2011-02,2.97
9995,MBS 2007-02,2007-04-24,2011-01,2.76
9996,MBS 2007-01,2007-02-21,2015-12,2.71
9997,MBS 2007-01,2007-02-21,2015-11,1.29
9998,MBS 2007-01,2007-02-21,2015-10,2.44
9999,MBS 2007-01,2007-02-21,2015-09,4.45
10000,MBS 2007-01,2007-02-21,2015-08,8.4
10001,MBS 2007-01,2007-02-21,2015-07,3.8
10002,MBS 2007-01,2007-02-21,2015-06,4.33
10003,MBS 2007-01,2007-02-21,2015-05,7.31
10004,MBS 2007-01,2007-02-21,2015-04,16.71
10005,MBS 2007-01,2007-02-21,2015-03,4.98
10006,MBS 2007-01,2007-02-21,2015-02,4.38
10007,MBS 2007-01,2007-02-21,2015-01,4.99
10008,MBS 2007-01,2007-02-21,2014-12,8.02
10009,MBS 2007-01,2007-02-21,2014-11,4.77
10010,MBS 2007-01,2007-02-21,2014-10,6.57
10011,MBS 2007-01,2007-02-21,2014-09,4.05
10012,MBS 2007-01,2007-02-21,2014-08,6.2
10013,MBS 2007-01,2007-02-21,2014-07,3.67
10014,MBS 2007-01,2007-02-21,2014-06,5.58
10015,MBS 2007-01,2007-02-21,2014-05,3.96
10016,MBS 2007-01,2007-02-21,2014-04,5.77
10017,MBS 2007-01,2007-02-21,2014-03,5.17
10018,MBS 2007-01,2007-02-21,2014-02,3.34
10019,MBS 2007-01,2007-02-21,2014-01,4.42
10020,MBS 2007-01,2007-02-21,2013-12,4.51
10021,MBS 2007-01,2007-02-21,2013-11,5.02
10022,MBS 2007-01,2007-02-21,2013-10,5.45
10023,MBS 2007-01,2007-02-21,2013-09,3.84
10024,MBS 2007-01,2007-02-21,2013-08,6.58
10025,MBS 2007-01,2007-02-21,2013-07,6.63
10026,MBS 2007-01,2007-02-21,2013-06,9.57
10027,MBS 2007-01,2007-02-21,2013-05,6.17
10028,MBS 2007-01,2007-02-21,2013-04,7.96
10029,MBS 2007-01,2007-02-21,2013-03,6.39
10030,MBS 2007-01,2007-02-21,2013-02,0.06
10031,MBS 2007-01,2007-02-21,2013-01,7.35
10032,MBS 2007-01,2007-02-21,2012-12,3.97
10033,MBS 2007-01,2007-02-21,2012-11,7.28
10034,MBS 2007-01,2007-02-21,2012-10,5.1
10035,MBS 2007-01,2007-02-21,2012-09,5.06
10036,MBS 2007-01,2007-02-21,2012-08,6.84
10037,MBS 2007-01,2007-02-21,2012-07,5.5
10038,MBS 2007-01,2007-02-21,2012-06,5.39
10039,MBS 2007-01,2007-02-21,2012-05,5.73
10040,MBS 2007-01,2007-02-21,2012-04,5.41
10041,MBS 2007-01,2007-02-21,2012-03,5.97
10042,MBS 2007-01,2007-02-21,2012-02,5.67
10043,MBS 2007-01,2007-02-21,2012-01,3.66
10044,MBS 2007-01,2007-02-21,2011-12,4.06
10045,MBS 2007-01,2007-02-21,2011-11,2.86
10046,MBS 2007-01,2007-02-21,2011-10,2.69
10047,MBS 2007-01,2007-02-21,2011-09,2.34
10048,MBS 2007-01,2007-02-21,2011-08,1.82
10049,MBS 2007-01,2007-02-21,2011-07,1.97
10050,MBS 2007-01,2007-02-21,2011-06,2.15
10051,MBS 2007-01,2007-02-21,2011-05,3.2
10052,MBS 2007-01,2007-02-21,2011-04,2.8
10053,MBS 2007-01,2007-02-21,2011-03,3.75
10054,MBS 2007-01,2007-02-21,2011-02,2.8
10055,MBS 2007-01,2007-02-21,2011-01,3.01
10056,MBS 2006-05,2006-12-15,2015-12,2.46
10057,MBS 2006-05,2006-12-15,2015-11,2.55
10058,MBS 2006-05,2006-12-15,2015-10,6.61
10059,MBS 2006-05,2006-12-15,2015-09,2.74
10060,MBS 2006-05,2006-12-15,2015-08,3.39
10061,MBS 2006-05,2006-12-15,2015-07,4.62
10062,MBS 2006-05,2006-12-15,2015-06,7.04
10063,MBS 2006-05,2006-12-15,2015-05,2.71
10064,MBS 2006-05,2006-12-15,2015-04,11.68
10065,MBS 2006-05,2006-12-15,2015-03,8.04
10066,MBS 2006-05,2006-12-15,2015-02,3.01
10067,MBS 2006-05,2006-12-15,2015-01,7.29
10068,MBS 2006-05,2006-12-15,2014-12,4.4
10069,MBS 2006-05,2006-12-15,2014-11,3.5
10070,MBS 2006-05,2006-12-15,2014-10,6.7
10071,MBS 2006-05,2006-12-15,2014-09,5.41
10072,MBS 2006-05,2006-12-15,2014-08,5.39
10073,MBS 2006-05,2006-12-15,2014-07,3.86
10074,MBS 2006-05,2006-12-15,2014-06,4.14
10075,MBS 2006-05,2006-12-15,2014-05,3.4
10076,MBS 2006-05,2006-12-15,2014-04,1.13
10077,MBS 2006-05,2006-12-15,2014-03,4.41
10078,MBS 2006-05,2006-12-15,2014-02,3.24
10079,MBS 2006-05,2006-12-15,2014-01,3.58
10080,MBS 2006-05,2006-12-15,2013-12,4.78
10081,MBS 2006-05,2006-12-15,2013-11,4.06
10082,MBS 2006-05,2006-12-15,2013-10,3.61
10083,MBS 2006-05,2006-12-15,2013-09,4.03
10084,MBS 2006-05,2006-12-15,2013-08,5.36
10085,MBS 2006-05,2006-12-15,2013-07,5.67
10086,MBS 2006-05,2006-12-15,2013-06,7.66
10087,MBS 2006-05,2006-12-15,2013-05,7.03
10088,MBS 2006-05,2006-12-15,2013-04,5.26
10089,MBS 2006-05,2006-12-15,2013-03,6.61
10090,MBS 2006-05,2006-12-15,2013-02,0.04
10091,MBS 2006-05,2006-12-15,2013-01,6.1
10092,MBS 2006-05,2006-12-15,2012-12,6.59
10093,MBS 2006-05,2006-12-15,2012-11,7.79
10094,MBS 2006-05,2006-12-15,2012-10,5.98
10095,MBS 2006-05,2006-12-15,2012-09,5.12
10096,MBS 2006-05,2006-12-15,2012-08,6.85
10097,MBS 2006-05,2006-12-15,2012-07,5.02
10098,MBS 2006-05,2006-12-15,2012-06,3.97
10099,MBS 2006-05,2006-12-15,2012-05,3.25
10100,MBS 2006-05,2006-12-15,2012-04,4.21
10101,MBS 2006-05,2006-12-15,2012-03,3.6
10102,MBS 2006-05,2006-12-15,2012-02,4.32
10103,MBS 2006-05,2006-12-15,2012-01,2.99
10104,MBS 2006-05,2006-12-15,2011-12,3.88
10105,MBS 2006-05,2006-12-15,2011-11,5.18
10106,MBS 2006-05,2006-12-15,2011-10,5.84
10107,MBS 2006-05,2006-12-15,2011-09,2.83
10108,MBS 2006-05,2006-12-15,2011-08,1.45
10109,MBS 2006-05,2006-12-15,2011-07,1.79
10110,MBS 2006-05,2006-12-15,2011-06,2.25
10111,MBS 2006-05,2006-12-15,2011-05,2.63
10112,MBS 2006-05,2006-12-15,2011-04,2.89
10113,MBS 2006-05,2006-12-15,2011-03,2.94
10114,MBS 2006-05,2006-12-15,2011-02,1.89
10115,MBS 2006-05,2006-12-15,2011-01,2.29
10116,MBS 2006-04,2006-09-26,2015-12,5.3
10117,MBS 2006-04,2006-09-26,2015-11,4.22
10118,MBS 2006-04,2006-09-26,2015-10,5.46
10119,MBS 2006-04,2006-09-26,2015-09,5.43
10120,MBS 2006-04,2006-09-26,2015-08,3.24
10121,MBS 2006-04,2006-09-26,2015-07,8.03
10122,MBS 2006-04,2006-09-26,2015-06,3.85
10123,MBS 2006-04,2006-09-26,2015-05,4.36
10124,MBS 2006-04,2006-09-26,2015-04,8.1
10125,MBS 2006-04,2006-09-26,2015-03,5.15
10126,MBS 2006-04,2006-09-26,2015-02,4.68
10127,MBS 2006-04,2006-09-26,2015-01,2.91
10128,MBS 2006-04,2006-09-26,2014-12,3.5
10129,MBS 2006-04,2006-09-26,2014-11,3.2
10130,MBS 2006-04,2006-09-26,2014-10,6.51
10131,MBS 2006-04,2006-09-26,2014-09,6.04
10132,MBS 2006-04,2006-09-26,2014-08,4.87
10133,MBS 2006-04,2006-09-26,2014-07,2.63
10134,MBS 2006-04,2006-09-26,2014-06,2.14
10135,MBS 2006-04,2006-09-26,2014-05,2.68
10136,MBS 2006-04,2006-09-26,2014-04,5.65
10137,MBS 2006-04,2006-09-26,2014-03,3.33
10138,MBS 2006-04,2006-09-26,2014-02,3.9
10139,MBS 2006-04,2006-09-26,2014-01,3.5
10140,MBS 2006-04,2006-09-26,2013-12,2.07
10141,MBS 2006-04,2006-09-26,2013-11,6.56
10142,MBS 2006-04,2006-09-26,2013-10,4.27
10143,MBS 2006-04,2006-09-26,2013-09,3.3
10144,MBS 2006-04,2006-09-26,2013-08,4.54
10145,MBS 2006-04,2006-09-26,2013-07,4.23
10146,MBS 2006-04,2006-09-26,2013-06,5.9
10147,MBS 2006-04,2006-09-26,2013-05,8.37
10148,MBS 2006-04,2006-09-26,2013-04,5.75
10149,MBS 2006-04,2006-09-26,2013-03,6.05
10150,MBS 2006-04,2006-09-26,2013-02,0.06
10151,MBS 2006-04,2006-09-26,2013-01,5.5
10152,MBS 2006-04,2006-09-26,2012-12,5.31
10153,MBS 2006-04,2006-09-26,2012-11,7.96
10154,MBS 2006-04,2006-09-26,2012-10,5.19
10155,MBS 2006-04,2006-09-26,2012-09,5.09
10156,MBS 2006-04,2006-09-26,2012-08,5.34
10157,MBS 2006-04,2006-09-26,2012-07,5.26
10158,MBS 2006-04,2006-09-26,2012-06,4.59
10159,MBS 2006-04,2006-09-26,2012-05,4.08
10160,MBS 2006-04,2006-09-26,2012-04,3.25
10161,MBS 2006-04,2006-09-26,2012-03,4.05
10162,MBS 2006-04,2006-09-26,2012-02,3.33
10163,MBS 2006-04,2006-09-26,2012-01,3.9
10164,MBS 2006-04,2006-09-26,2011-12,4.89
10165,MBS 2006-04,2006-09-26,2011-11,4.28
10166,MBS 2006-04,2006-09-26,2011-10,3.26
10167,MBS 2006-04,2006-09-26,2011-09,3.58
10168,MBS 2006-04,2006-09-26,2011-08,3.42
10169,MBS 2006-04,2006-09-26,2011-07,2.37
10170,MBS 2006-04,2006-09-26,2011-06,2.25
10171,MBS 2006-04,2006-09-26,2011-05,3.07
10172,MBS 2006-04,2006-09-26,2011-04,2.97
10173,MBS 2006-04,2006-09-26,2011-03,3.01
10174,MBS 2006-04,2006-09-26,2011-02,2.28
10175,MBS 2006-04,2006-09-26,2011-01,2.32
10176,MBS 2006-03,2006-07-14,2015-12,2.92
10177,MBS 2006-03,2006-07-14,2015-11,5.31
10178,MBS 2006-03,2006-07-14,2015-10,1.95
10179,MBS 2006-03,2006-07-14,2015-09,4.13
10180,MBS 2006-03,2006-07-14,2015-08,4.24
10181,MBS 2006-03,2006-07-14,2015-07,3.77
10182,MBS 2006-03,2006-07-14,2015-06,3.89
10183,MBS 2006-03,2006-07-14,2015-05,5.14
10184,MBS 2006-03,2006-07-14,2015-04,13.86
10185,MBS 2006-03,2006-07-14,2015-03,6.24
10186,MBS 2006-03,2006-07-14,2015-02,4.85
10187,MBS 2006-03,2006-07-14,2015-01,3.31
10188,MBS 2006-03,2006-07-14,2014-12,4.06
10189,MBS 2006-03,2006-07-14,2014-11,2.55
10190,MBS 2006-03,2006-07-14,2014-10,3.43
10191,MBS 2006-03,2006-07-14,2014-09,4.85
10192,MBS 2006-03,2006-07-14,2014-08,3.09
10193,MBS 2006-03,2006-07-14,2014-07,5.13
10194,MBS 2006-03,2006-07-14,2014-06,2.36
10195,MBS 2006-03,2006-07-14,2014-05,2.52
10196,MBS 2006-03,2006-07-14,2014-04,4.6
10197,MBS 2006-03,2006-07-14,2014-03,2.49
10198,MBS 2006-03,2006-07-14,2014-02,3.42
10199,MBS 2006-03,2006-07-14,2014-01,2.35
10200,MBS 2006-03,2006-07-14,2013-12,2.23
10201,MBS 2006-03,2006-07-14,2013-11,3.85
10202,MBS 2006-03,2006-07-14,2013-10,6.56
10203,MBS 2006-03,2006-07-14,2013-09,3.3
10204,MBS 2006-03,2006-07-14,2013-08,3.7
10205,MBS 2006-03,2006-07-14,2013-07,4.03
10206,MBS 2006-03,2006-07-14,2013-06,7.29
10207,MBS 2006-03,2006-07-14,2013-05,5.26
10208,MBS 2006-03,2006-07-14,2013-04,7.25
10209,MBS 2006-03,2006-07-14,2013-03,5.9
10210,MBS 2006-03,2006-07-14,2013-02,0.06
10211,MBS 2006-03,2006-07-14,2013-01,4.73
10212,MBS 2006-03,2006-07-14,2012-12,5.43
10213,MBS 2006-03,2006-07-14,2012-11,5.7
10214,MBS 2006-03,2006-07-14,2012-10,4.93
10215,MBS 2006-03,2006-07-14,2012-09,4.03
10216,MBS 2006-03,2006-07-14,2012-08,5.09
10217,MBS 2006-03,2006-07-14,2012-07,4.83
10218,MBS 2006-03,2006-07-14,2012-06,3.88
10219,MBS 2006-03,2006-07-14,2012-05,4.99
10220,MBS 2006-03,2006-07-14,2012-04,6.6
10221,MBS 2006-03,2006-07-14,2012-03,5.15
10222,MBS 2006-03,2006-07-14,2012-02,2.87
10223,MBS 2006-03,2006-07-14,2012-01,2.01
10224,MBS 2006-03,2006-07-14,2011-12,3.69
10225,MBS 2006-03,2006-07-14,2011-11,2.51
10226,MBS 2006-03,2006-07-14,2011-10,4.64
10227,MBS 2006-03,2006-07-14,2011-09,2.83
10228,MBS 2006-03,2006-07-14,2011-08,3.07
10229,MBS 2006-03,2006-07-14,2011-07,4.27
10230,MBS 2006-03,2006-07-14,2011-06,5.26
10231,MBS 2006-03,2006-07-14,2011-05,4.56
10232,MBS 2006-03,2006-07-14,2011-04,3.77
10233,MBS 2006-03,2006-07-14,2011-03,3.42
10234,MBS 2006-03,2006-07-14,2011-02,2.71
10235,MBS 2006-03,2006-07-14,2011-01,2.31
10236,MBS 2006-02,2006-03-30,2015-12,3.49
10237,MBS 2006-02,2006-03-30,2015-11,2.5
10238,MBS 2006-02,2006-03-30,2015-10,1.64
10239,MBS 2006-02,2006-03-30,2015-09,1.98
10240,MBS 2006-02,2006-03-30,2015-08,2.89
10241,MBS 2006-02,2006-03-30,2015-07,2.72
10242,MBS 2006-02,2006-03-30,2015-06,6.13
10243,MBS 2006-02,2006-03-30,2015-05,3.86
10244,MBS 2006-02,2006-03-30,2015-04,6.48
10245,MBS 2006-02,2006-03-30,2015-03,2.55
10246,MBS 2006-02,2006-03-30,2015-02,7.46
10247,MBS 2006-02,2006-03-30,2015-01,5.36
10248,MBS 2006-02,2006-03-30,2014-12,2.71
10249,MBS 2006-02,2006-03-30,2014-11,3.69
10250,MBS 2006-02,2006-03-30,2014-10,3.48
10251,MBS 2006-02,2006-03-30,2014-09,3.96
10252,MBS 2006-02,2006-03-30,2014-08,4.87
10253,MBS 2006-02,2006-03-30,2014-07,4.28
10254,MBS 2006-02,2006-03-30,2014-06,2.57
10255,MBS 2006-02,2006-03-30,2014-05,2.81
10256,MBS 2006-02,2006-03-30,2014-04,3.13
10257,MBS 2006-02,2006-03-30,2014-03,4.59
10258,MBS 2006-02,2006-03-30,2014-02,1.86
10259,MBS 2006-02,2006-03-30,2014-01,6.02
10260,MBS 2006-02,2006-03-30,2013-12,4.27
10261,MBS 2006-02,2006-03-30,2013-11,2.91
10262,MBS 2006-02,2006-03-30,2013-10,4.14
10263,MBS 2006-02,2006-03-30,2013-09,2.13
10264,MBS 2006-02,2006-03-30,2013-08,4.06
10265,MBS 2006-02,2006-03-30,2013-07,3.66
10266,MBS 2006-02,2006-03-30,2013-06,3.69
10267,MBS 2006-02,2006-03-30,2013-05,4.98
10268,MBS 2006-02,2006-03-30,2013-04,5.79
10269,MBS 2006-02,2006-03-30,2013-03,5.8
10270,MBS 2006-02,2006-03-30,2013-02,0.06
10271,MBS 2006-02,2006-03-30,2013-01,5.48
10272,MBS 2006-02,2006-03-30,2012-12,5.91
10273,MBS 2006-02,2006-03-30,2012-11,5.28
10274,MBS 2006-02,2006-03-30,2012-10,5.04
10275,MBS 2006-02,2006-03-30,2012-09,6.13
10276,MBS 2006-02,2006-03-30,2012-08,5.06
10277,MBS 2006-02,2006-03-30,2012-07,4.3
10278,MBS 2006-02,2006-03-30,2012-06,4.44
10279,MBS 2006-02,2006-03-30,2012-05,3.84
10280,MBS 2006-02,2006-03-30,2012-04,4.13
10281,MBS 2006-02,2006-03-30,2012-03,4.1
10282,MBS 2006-02,2006-03-30,2012-02,1.99
10283,MBS 2006-02,2006-03-30,2012-01,1.75
10284,MBS 2006-02,2006-03-30,2011-12,4.52
10285,MBS 2006-02,2006-03-30,2011-11,4.0
10286,MBS 2006-02,2006-03-30,2011-10,3.18
10287,MBS 2006-02,2006-03-30,2011-09,2.81
10288,MBS 2006-02,2006-03-30,2011-08,2.49
10289,MBS 2006-02,2006-03-30,2011-07,3.58
10290,MBS 2006-02,2006-03-30,2011-06,2.57
10291,MBS 2006-02,2006-03-30,2011-05,3.94
10292,MBS 2006-02,2006-03-30,2011-04,3.72
10293,MBS 2006-02,2006-03-30,2011-03,4.77
10294,MBS 2006-02,2006-03-30,2011-02,4.4
10295,MBS 2006-02,2006-03-30,2011-01,3.79
10296,MBS 2006-01,2006-01-26,2015-12,1.97
10297,MBS 2006-01,2006-01-26,2015-11,2.22
10298,MBS 2006-01,2006-01-26,2015-10,6.16
10299,MBS 2006-01,2006-01-26,2015-09,5.23
10300,MBS 2006-01,2006-01-26,2015-08,3.28
10301,MBS 2006-01,2006-01-26,2015-07,6.46
10302,MBS 2006-01,2006-01-26,2015-06,6.13
10303,MBS 2006-01,2006-01-26,2015-05,3.37
10304,MBS 2006-01,2006-01-26,2015-04,5.8
10305,MBS 2006-01,2006-01-26,2015-03,4.02
10306,MBS 2006-01,2006-01-26,2015-02,4.31
10307,MBS 2006-01,2006-01-26,2015-01,5.26
10308,MBS 2006-01,2006-01-26,2014-12,3.46
10309,MBS 2006-01,2006-01-26,2014-11,5.55
10310,MBS 2006-01,2006-01-26,2014-10,4.07
10311,MBS 2006-01,2006-01-26,2014-09,3.6
10312,MBS 2006-01,2006-01-26,2014-08,3.02
10313,MBS 2006-01,2006-01-26,2014-07,2.04
10314,MBS 2006-01,2006-01-26,2014-06,0.9
10315,MBS 2006-01,2006-01-26,2014-05,2.42
10316,MBS 2006-01,2006-01-26,2014-04,2.96
10317,MBS 2006-01,2006-01-26,2014-03,4.22
10318,MBS 2006-01,2006-01-26,2014-02,4.24
10319,MBS 2006-01,2006-01-26,2014-01,3.37
10320,MBS 2006-01,2006-01-26,2013-12,2.11
10321,MBS 2006-01,2006-01-26,2013-11,3.68
10322,MBS 2006-01,2006-01-26,2013-10,4.54
10323,MBS 2006-01,2006-01-26,2013-09,2.96
10324,MBS 2006-01,2006-01-26,2013-08,5.07
10325,MBS 2006-01,2006-01-26,2013-07,4.95
10326,MBS 2006-01,2006-01-26,2013-06,7.89
10327,MBS 2006-01,2006-01-26,2013-05,5.18
10328,MBS 2006-01,2006-01-26,2013-04,5.35
10329,MBS 2006-01,2006-01-26,2013-03,5.53
10330,MBS 2006-01,2006-01-26,2013-02,0.05
10331,MBS 2006-01,2006-01-26,2013-01,5.69
10332,MBS 2006-01,2006-01-26,2012-12,4.56
10333,MBS 2006-01,2006-01-26,2012-11,4.88
10334,MBS 2006-01,2006-01-26,2012-10,5.63
10335,MBS 2006-01,2006-01-26,2012-09,3.9
10336,MBS 2006-01,2006-01-26,2012-08,5.98
10337,MBS 2006-01,2006-01-26,2012-07,4.52
10338,MBS 2006-01,2006-01-26,2012-06,4.04
10339,MBS 2006-01,2006-01-26,2012-05,4.44
10340,MBS 2006-01,2006-01-26,2012-04,4.29
10341,MBS 2006-01,2006-01-26,2012-03,3.08
10342,MBS 2006-01,2006-01-26,2012-02,2.77
10343,MBS 2006-01,2006-01-26,2012-01,2.4
10344,MBS 2006-01,2006-01-26,2011-12,3.31
10345,MBS 2006-01,2006-01-26,2011-11,2.91
10346,MBS 2006-01,2006-01-26,2011-10,3.03
10347,MBS 2006-01,2006-01-26,2011-09,3.23
10348,MBS 2006-01,2006-01-26,2011-08,3.05
10349,MBS 2006-01,2006-01-26,2011-07,2.65
