발행일자,발행회차,만기전상환율,가중평균발행금리
2009-04-22,MBS 2009-03,2.54,0.0
2009-04-22,MBS 2009-03,2.57,0.0
2009-04-22,MBS 2009-03,2.81,0.0
2009-04-22,MBS 2009-03,2.74,0.0
2009-04-22,MBS 2009-03,2.61,0.0
2009-04-22,MBS 2009-03,2.78,0.0
2009-04-22,MBS 2009-03,3.24,0.0
2009-04-22,MBS 2009-03,3.55,0.0
2009-04-22,MBS 2009-03,3.43,0.0
2009-04-22,MBS 2009-03,2.52,0.0
2009-04-22,MBS 2009-03,2.42,0.0
2009-04-22,MBS 2009-03,2.93,0.0
2009-04-22,MBS 2009-03,3.79,0.0
2009-04-22,MBS 2009-03,3.76,0.0
2009-04-22,MBS 2009-03,3.84,0.0
2009-04-22,MBS 2009-03,3.7,0.0
2009-04-22,MBS 2009-03,0.04,0.0
2009-04-22,MBS 2009-03,2.95,0.0
2009-04-22,MBS 2009-03,3.22,0.0
2009-04-22,MBS 2009-03,3.97,0.0
2009-04-22,MBS 2009-03,3.8,0.0
2009-04-22,MBS 2009-03,3.37,0.0
2009-04-22,MBS 2009-03,3.96,0.0
2009-04-22,MBS 2009-03,3.52,0.0
2009-04-22,MBS 2009-03,3.51,0.0
2009-04-22,MBS 2009-03,2.97,0.0
2009-04-22,MBS 2009-03,2.54,0.0
2009-04-22,MBS 2009-03,2.62,0.0
2009-04-22,MBS 2009-03,3.17,0.0
2009-04-22,MBS 2009-03,2.8,0.0
2009-04-22,MBS 2009-03,2.1,0.0
2009-04-22,MBS 2009-03,1.88,0.0
2009-04-22,MBS 2009-03,1.91,0.0
2009-04-22,MBS 2009-03,1.96,0.0
2009-04-22,MBS 2009-03,1.92,0.0
2009-04-22,MBS 2009-03,2.01,0.0
2009-04-22,MBS 2009-03,1.85,0.0
2009-04-22,MBS 2009-03,2.08,0.0
2009-04-22,MBS 2009-03,2.21,0.0
2009-04-22,MBS 2009-03,1.7,0.0
2009-04-22,MBS 2009-03,1.67,0.0
2009-03-30,MBS 2009-02,1.8,0.0
2009-03-30,MBS 2009-02,2.32,0.0
2009-03-30,MBS 2009-02,1.78,0.0
2009-03-30,MBS 2009-02,2.39,0.0
2009-03-30,MBS 2009-02,2.68,0.0
2009-03-30,MBS 2009-02,2.78,0.0
2009-03-30,MBS 2009-02,2.68,0.0
2009-03-30,MBS 2009-02,1.86,0.0
2009-03-30,MBS 2009-02,4.57,0.0
2009-03-30,MBS 2009-02,3.92,0.0
2009-03-30,MBS 2009-02,2.33,0.0
2009-03-30,MBS 2009-02,2.43,0.0
2009-03-30,MBS 2009-02,2.69,0.0
2009-03-30,MBS 2009-02,2.94,0.0
2009-03-30,MBS 2009-02,3.48,0.0
2009-03-30,MBS 2009-02,2.64,0.0
2009-03-30,MBS 2009-02,2.06,0.0
2009-03-30,MBS 2009-02,2.48,0.0
2009-03-30,MBS 2009-02,2.21,0.0
2009-03-30,MBS 2009-02,1.9,0.0
2009-03-30,MBS 2009-02,2.67,0.0
2009-03-30,MBS 2009-02,2.72,0.0
2009-03-30,MBS 2009-02,2.52,0.0
2009-03-30,MBS 2009-02,3.12,0.0
2009-03-30,MBS 2009-02,2.39,0.0
2009-03-30,MBS 2009-02,1.71,0.0
2009-03-30,MBS 2009-02,3.14,0.0
2009-03-30,MBS 2009-02,2.52,0.0
2009-03-30,MBS 2009-02,3.02,0.0
2009-03-30,MBS 2009-02,2.7,0.0
2009-03-30,MBS 2009-02,3.4,0.0
2009-03-30,MBS 2009-02,2.85,0.0
2009-03-30,MBS 2009-02,3.57,0.0
2009-03-30,MBS 2009-02,2.44,0.0
2009-03-30,MBS 2009-02,0.03,0.0
2009-03-30,MBS 2009-02,2.1,0.0
2009-03-30,MBS 2009-02,3.89,0.0
2009-03-30,MBS 2009-02,2.83,0.0
2009-03-30,MBS 2009-02,2.92,0.0
2009-03-30,MBS 2009-02,2.26,0.0
2009-03-30,MBS 2009-02,2.79,0.0
2009-03-30,MBS 2009-02,2.46,0.0
2009-03-30,MBS 2009-02,1.72,0.0
2009-03-30,MBS 2009-02,2.42,0.0
2009-03-30,MBS 2009-02,2.12,0.0
2009-03-30,MBS 2009-02,2.2,0.0
2009-03-30,MBS 2009-02,2.84,0.0
2009-03-30,MBS 2009-02,2.05,0.0
2009-03-30,MBS 2009-02,2.6,0.0
2009-03-30,MBS 2009-02,2.04,0.0
2009-03-30,MBS 2009-02,2.53,0.0
2009-03-30,MBS 2009-02,1.92,0.0
2009-03-30,MBS 2009-02,1.71,0.0
2009-03-30,MBS 2009-02,1.9,0.0
2009-03-30,MBS 2009-02,1.22,0.0
2009-03-30,MBS 2009-02,1.88,0.0
2009-03-30,MBS 2009-02,1.73,0.0
2009-03-30,MBS 2009-02,1.83,0.0
2009-03-30,MBS 2009-02,1.89,0.0
2009-03-30,MBS 2009-02,2.02,0.0
2009-03-20,MBS 2009-01,5.86,5.71
2009-03-20,MBS 2009-01,1.0,5.71
2009-03-20,MBS 2009-01,8.19,5.71
2009-03-20,MBS 2009-01,8.45,5.71
2009-03-20,MBS 2009-01,7.58,5.71
2009-03-20,MBS 2009-01,7.04,5.71
2009-03-20,MBS 2009-01,5.95,5.71
2009-03-20,MBS 2009-01,4.07,5.71
2009-03-20,MBS 2009-01,13.77,5.71
2009-03-20,MBS 2009-01,9.38,5.71
2009-03-20,MBS 2009-01,5.8,5.71
2009-03-20,MBS 2009-01,4.03,5.71
2009-03-20,MBS 2009-01,7.52,5.71
2009-03-20,MBS 2009-01,4.67,5.71
2009-03-20,MBS 2009-01,5.51,5.71
2009-03-20,MBS 2009-01,3.28,5.71
2009-03-20,MBS 2009-01,5.36,5.71
2009-03-20,MBS 2009-01,5.44,5.71
2009-03-20,MBS 2009-01,4.97,5.71
2009-03-20,MBS 2009-01,3.83,5.71
2009-03-20,MBS 2009-01,2.95,5.71
2009-03-20,MBS 2009-01,5.81,5.71
2009-03-20,MBS 2009-01,5.5,5.71
2009-03-20,MBS 2009-01,5.69,5.71
2009-03-20,MBS 2009-01,3.23,5.71
2009-03-20,MBS 2009-01,5.91,5.71
2009-03-20,MBS 2009-01,4.51,5.71
2009-03-20,MBS 2009-01,4.79,5.71
2009-03-20,MBS 2009-01,7.23,5.71
2009-03-20,MBS 2009-01,6.01,5.71
2009-03-20,MBS 2009-01,9.86,5.71
2009-03-20,MBS 2009-01,7.43,5.71
2009-03-20,MBS 2009-01,9.87,5.71
2009-03-20,MBS 2009-01,10.32,5.71
2009-03-20,MBS 2009-01,0.14,5.71
2009-03-20,MBS 2009-01,10.7,5.71
2009-03-20,MBS 2009-01,4.85,5.71
2009-03-20,MBS 2009-01,5.28,5.71
2009-03-20,MBS 2009-01,3.79,5.71
2009-03-20,MBS 2009-01,4.05,5.71
2009-03-20,MBS 2009-01,4.83,5.71
2009-03-20,MBS 2009-01,4.66,5.71
2009-03-20,MBS 2009-01,3.46,5.71
2009-03-20,MBS 2009-01,4.95,5.71
2009-03-20,MBS 2009-01,4.15,5.71
2009-03-20,MBS 2009-01,5.11,5.71
2009-03-20,MBS 2009-01,4.53,5.71
2009-03-20,MBS 2009-01,3.43,5.71
2009-03-20,MBS 2009-01,5.33,5.71
2009-03-20,MBS 2009-01,4.35,5.71
2009-03-20,MBS 2009-01,4.48,5.71
2009-03-20,MBS 2009-01,3.91,5.71
2009-03-20,MBS 2009-01,3.9,5.71
2009-03-20,MBS 2009-01,4.18,5.71
2009-03-20,MBS 2009-01,3.32,5.71
2009-03-20,MBS 2009-01,4.21,5.71
2009-03-20,MBS 2009-01,4.47,5.71
2009-03-20,MBS 2009-01,6.91,5.71
2009-03-20,MBS 2009-01,7.0,5.71
2009-03-20,MBS 2009-01,5.36,5.71
2008-06-13,MBS 2008-07,11.98,6.64
2008-06-13,MBS 2008-07,3.26,6.64
2008-06-13,MBS 2008-07,6.63,6.64
2008-06-13,MBS 2008-07,10.62,6.64
2008-06-13,MBS 2008-07,8.76,6.64
2008-06-13,MBS 2008-07,9.52,6.64
2008-06-13,MBS 2008-07,8.87,6.64
2008-06-13,MBS 2008-07,5.06,6.64
2008-06-13,MBS 2008-07,13.75,6.64
2008-06-13,MBS 2008-07,3.43,6.64
2008-06-13,MBS 2008-07,10.1,6.64
2008-06-13,MBS 2008-07,0.66,6.64
2008-06-13,MBS 2008-07,2.79,6.64
2008-06-13,MBS 2008-07,3.04,6.64
2008-06-13,MBS 2008-07,6.37,6.64
2008-06-13,MBS 2008-07,7.06,6.64
2008-06-13,MBS 2008-07,7.46,6.64
2008-06-13,MBS 2008-07,1.3,6.64
2008-06-13,MBS 2008-07,3.75,6.64
2008-06-13,MBS 2008-07,5.66,6.64
2008-06-13,MBS 2008-07,2.7,6.64
2008-06-13,MBS 2008-07,5.35,6.64
2008-06-13,MBS 2008-07,4.21,6.64
2008-06-13,MBS 2008-07,2.75,6.64
2008-06-13,MBS 2008-07,4.65,6.64
2008-06-13,MBS 2008-07,3.6,6.64
2008-06-13,MBS 2008-07,3.35,6.64
2008-06-13,MBS 2008-07,2.99,6.64
2008-06-13,MBS 2008-07,4.2,6.64
2008-06-13,MBS 2008-07,4.98,6.64
2008-06-13,MBS 2008-07,12.69,6.64
2008-06-13,MBS 2008-07,14.65,6.64
2008-06-13,MBS 2008-07,15.94,6.64
2008-06-13,MBS 2008-07,14.86,6.64
2008-06-13,MBS 2008-07,0.07,6.64
2008-06-13,MBS 2008-07,2.85,6.64
2008-06-13,MBS 2008-07,3.16,6.64
2008-06-13,MBS 2008-07,4.84,6.64
2008-06-13,MBS 2008-07,7.63,6.64
2008-06-13,MBS 2008-07,5.99,6.64
2008-06-13,MBS 2008-07,5.06,6.64
2008-06-13,MBS 2008-07,3.83,6.64
2008-06-13,MBS 2008-07,5.33,6.64
2008-06-13,MBS 2008-07,4.49,6.64
2008-06-13,MBS 2008-07,4.25,6.64
2008-06-13,MBS 2008-07,4.2,6.64
2008-06-13,MBS 2008-07,4.42,6.64
2008-06-13,MBS 2008-07,2.58,6.64
2008-06-13,MBS 2008-07,3.95,6.64
2008-06-13,MBS 2008-07,3.16,6.64
2008-06-13,MBS 2008-07,3.25,6.64
2008-06-13,MBS 2008-07,3.31,6.64
2008-06-13,MBS 2008-07,3.88,6.64
2008-06-13,MBS 2008-07,4.72,6.64
2008-06-13,MBS 2008-07,5.75,6.64
2008-06-13,MBS 2008-07,8.58,6.64
2008-06-13,MBS 2008-07,8.07,6.64
2008-06-13,MBS 2008-07,6.58,6.64
2008-06-13,MBS 2008-07,4.28,6.64
2008-06-13,MBS 2008-07,2.96,6.64
2008-05-27,MBS 2008-06,9.11,6.26
2008-05-27,MBS 2008-06,0.91,6.26
2008-05-27,MBS 2008-06,2.01,6.26
2008-05-27,MBS 2008-06,3.4,6.26
2008-05-27,MBS 2008-06,9.39,6.26
2008-05-27,MBS 2008-06,6.64,6.26
2008-05-27,MBS 2008-06,19.56,6.26
2008-05-27,MBS 2008-06,8.78,6.26
2008-05-27,MBS 2008-06,8.51,6.26
2008-05-27,MBS 2008-06,4.78,6.26
2008-05-27,MBS 2008-06,3.01,6.26
2008-05-27,MBS 2008-06,8.5,6.26
2008-05-27,MBS 2008-06,7.82,6.26
2008-05-27,MBS 2008-06,5.23,6.26
2008-05-27,MBS 2008-06,6.57,6.26
2008-05-27,MBS 2008-06,4.81,6.26
2008-05-27,MBS 2008-06,8.21,6.26
2008-05-27,MBS 2008-06,6.25,6.26
2008-05-27,MBS 2008-06,4.01,6.26
2008-05-27,MBS 2008-06,3.4,6.26
2008-05-27,MBS 2008-06,5.45,6.26
2008-05-27,MBS 2008-06,4.69,6.26
2008-05-27,MBS 2008-06,6.27,6.26
2008-05-27,MBS 2008-06,4.65,6.26
2008-05-27,MBS 2008-06,5.62,6.26
2008-05-27,MBS 2008-06,5.96,6.26
2008-05-27,MBS 2008-06,7.2,6.26
2008-05-27,MBS 2008-06,5.86,6.26
2008-05-27,MBS 2008-06,6.19,6.26
2008-05-27,MBS 2008-06,9.14,6.26
2008-05-27,MBS 2008-06,8.15,6.26
2008-05-27,MBS 2008-06,9.54,6.26
2008-05-27,MBS 2008-06,14.12,6.26
2008-05-27,MBS 2008-06,8.72,6.26
2008-05-27,MBS 2008-06,0.07,6.26
2008-05-27,MBS 2008-06,6.12,6.26
2008-05-27,MBS 2008-06,5.98,6.26
2008-05-27,MBS 2008-06,4.83,6.26
2008-05-27,MBS 2008-06,4.42,6.26
2008-05-27,MBS 2008-06,3.7,6.26
2008-05-27,MBS 2008-06,5.81,6.26
2008-05-27,MBS 2008-06,4.32,6.26
2008-05-27,MBS 2008-06,5.52,6.26
2008-05-27,MBS 2008-06,4.75,6.26
2008-05-27,MBS 2008-06,3.46,6.26
2008-05-27,MBS 2008-06,4.93,6.26
2008-05-27,MBS 2008-06,3.18,6.26
2008-05-27,MBS 2008-06,2.68,6.26
2008-05-27,MBS 2008-06,3.36,6.26
2008-05-27,MBS 2008-06,4.94,6.26
2008-05-27,MBS 2008-06,3.98,6.26
2008-05-27,MBS 2008-06,3.67,6.26
2008-05-27,MBS 2008-06,3.91,6.26
2008-05-27,MBS 2008-06,4.11,6.26
2008-05-27,MBS 2008-06,4.52,6.26
2008-05-27,MBS 2008-06,6.0,6.26
2008-05-27,MBS 2008-06,6.25,6.26
2008-05-27,MBS 2008-06,5.29,6.26
2008-05-27,MBS 2008-06,4.07,6.26
2008-05-27,MBS 2008-06,3.09,6.26
2008-05-06,MBS 2008-05,9.33,5.75
2008-05-06,MBS 2008-05,4.35,5.75
2008-05-06,MBS 2008-05,5.08,5.75
2008-05-06,MBS 2008-05,6.63,5.75
2008-05-06,MBS 2008-05,6.61,5.75
2008-05-06,MBS 2008-05,5.26,5.75
2008-05-06,MBS 2008-05,2.81,5.75
2008-05-06,MBS 2008-05,7.0,5.75
2008-05-06,MBS 2008-05,15.26,5.75
2008-05-06,MBS 2008-05,5.86,5.75
2008-05-06,MBS 2008-05,3.37,5.75
2008-05-06,MBS 2008-05,4.9,5.75
2008-05-06,MBS 2008-05,6.26,5.75
2008-05-06,MBS 2008-05,5.51,5.75
2008-05-06,MBS 2008-05,5.21,5.75
2008-05-06,MBS 2008-05,2.91,5.75
2008-05-06,MBS 2008-05,9.32,5.75
2008-05-06,MBS 2008-05,2.84,5.75
2008-05-06,MBS 2008-05,1.78,5.75
2008-05-06,MBS 2008-05,4.05,5.75
2008-05-06,MBS 2008-05,2.77,5.75
2008-05-06,MBS 2008-05,3.79,5.75
2008-05-06,MBS 2008-05,3.64,5.75
2008-05-06,MBS 2008-05,6.74,5.75
2008-05-06,MBS 2008-05,4.41,5.75
2008-05-06,MBS 2008-05,7.64,5.75
2008-05-06,MBS 2008-05,6.34,5.75
2008-05-06,MBS 2008-05,4.26,5.75
2008-05-06,MBS 2008-05,4.76,5.75
2008-05-06,MBS 2008-05,4.53,5.75
2008-05-06,MBS 2008-05,8.76,5.75
2008-05-06,MBS 2008-05,8.32,5.75
2008-05-06,MBS 2008-05,11.6,5.75
2008-05-06,MBS 2008-05,12.57,5.75
2008-05-06,MBS 2008-05,0.08,5.75
2008-05-06,MBS 2008-05,7.58,5.75
2008-05-06,MBS 2008-05,5.83,5.75
2008-05-06,MBS 2008-05,5.34,5.75
2008-05-06,MBS 2008-05,5.23,5.75
2008-05-06,MBS 2008-05,5.66,5.75
2008-05-06,MBS 2008-05,6.33,5.75
2008-05-06,MBS 2008-05,3.75,5.75
2008-05-06,MBS 2008-05,3.44,5.75
2008-05-06,MBS 2008-05,4.61,5.75
2008-05-06,MBS 2008-05,4.52,5.75
2008-05-06,MBS 2008-05,4.96,5.75
2008-05-06,MBS 2008-05,3.71,5.75
2008-05-06,MBS 2008-05,2.36,5.75
2008-05-06,MBS 2008-05,4.02,5.75
2008-05-06,MBS 2008-05,3.87,5.75
2008-05-06,MBS 2008-05,3.73,5.75
2008-05-06,MBS 2008-05,2.66,5.75
2008-05-06,MBS 2008-05,3.49,5.75
2008-05-06,MBS 2008-05,3.87,5.75
2008-05-06,MBS 2008-05,4.52,5.75
2008-05-06,MBS 2008-05,3.96,5.75
2008-05-06,MBS 2008-05,5.64,5.75
2008-05-06,MBS 2008-05,7.44,5.75
2008-05-06,MBS 2008-05,4.05,5.75
2008-05-06,MBS 2008-05,4.16,5.75
2008-04-15,MBS 2008-04,6.59,5.81
2008-04-15,MBS 2008-04,0.57,5.81
2008-04-15,MBS 2008-04,3.93,5.81
2008-04-15,MBS 2008-04,8.75,5.81
2008-04-15,MBS 2008-04,3.4,5.81
2008-04-15,MBS 2008-04,14.42,5.81
2008-04-15,MBS 2008-04,9.29,5.81
2008-04-15,MBS 2008-04,6.3,5.81
2008-04-15,MBS 2008-04,11.61,5.81
2008-04-15,MBS 2008-04,3.36,5.81
2008-04-15,MBS 2008-04,5.36,5.81
2008-04-15,MBS 2008-04,5.78,5.81
2008-04-15,MBS 2008-04,3.48,5.81
2008-04-15,MBS 2008-04,8.66,5.81
2008-04-15,MBS 2008-04,6.74,5.81
2008-04-15,MBS 2008-04,4.68,5.81
2008-04-15,MBS 2008-04,5.01,5.81
2008-04-15,MBS 2008-04,5.24,5.81
2008-04-15,MBS 2008-04,4.3,5.81
2008-04-15,MBS 2008-04,3.97,5.81
2008-04-15,MBS 2008-04,5.53,5.81
2008-04-15,MBS 2008-04,5.0,5.81
2008-04-15,MBS 2008-04,6.63,5.81
2008-04-15,MBS 2008-04,2.96,5.81
2008-04-15,MBS 2008-04,5.07,5.81
2008-04-15,MBS 2008-04,3.64,5.81
2008-04-15,MBS 2008-04,6.34,5.81
2008-04-15,MBS 2008-04,3.38,5.81
2008-04-15,MBS 2008-04,4.77,5.81
2008-04-15,MBS 2008-04,5.7,5.81
2008-04-15,MBS 2008-04,6.7,5.81
2008-04-15,MBS 2008-04,10.47,5.81
2008-04-15,MBS 2008-04,9.65,5.81
2008-04-15,MBS 2008-04,10.66,5.81
2008-04-15,MBS 2008-04,0.08,5.81
2008-04-15,MBS 2008-04,10.68,5.81
2008-04-15,MBS 2008-04,4.89,5.81
2008-04-15,MBS 2008-04,6.13,5.81
2008-04-15,MBS 2008-04,3.4,5.81
2008-04-15,MBS 2008-04,5.15,5.81
2008-04-15,MBS 2008-04,5.4,5.81
2008-04-15,MBS 2008-04,3.28,5.81
2008-04-15,MBS 2008-04,3.46,5.81
2008-04-15,MBS 2008-04,3.77,5.81
2008-04-15,MBS 2008-04,3.31,5.81
2008-04-15,MBS 2008-04,4.34,5.81
2008-04-15,MBS 2008-04,4.41,5.81
2008-04-15,MBS 2008-04,2.87,5.81
2008-04-15,MBS 2008-04,4.38,5.81
2008-04-15,MBS 2008-04,2.56,5.81
2008-04-15,MBS 2008-04,2.34,5.81
2008-04-15,MBS 2008-04,2.15,5.81
2008-04-15,MBS 2008-04,3.0,5.81
2008-04-15,MBS 2008-04,4.62,5.81
2008-04-15,MBS 2008-04,3.87,5.81
2008-04-15,MBS 2008-04,3.74,5.81
2008-04-15,MBS 2008-04,4.29,5.81
2008-04-15,MBS 2008-04,5.84,5.81
2008-04-15,MBS 2008-04,5.37,5.81
2008-04-15,MBS 2008-04,7.13,5.81
2008-03-27,MBS 2008-03,3.04,5.88
2008-03-27,MBS 2008-03,7.23,5.88
2008-03-27,MBS 2008-03,6.77,5.88
2008-03-27,MBS 2008-03,2.25,5.88
2008-03-27,MBS 2008-03,2.16,5.88
2008-03-27,MBS 2008-03,4.79,5.88
2008-03-27,MBS 2008-03,1.38,5.88
2008-03-27,MBS 2008-03,8.23,5.88
2008-03-27,MBS 2008-03,14.91,5.88
2008-03-27,MBS 2008-03,6.53,5.88
2008-03-27,MBS 2008-03,7.41,5.88
2008-03-27,MBS 2008-03,2.92,5.88
2008-03-27,MBS 2008-03,4.88,5.88
2008-03-27,MBS 2008-03,5.67,5.88
2008-03-27,MBS 2008-03,6.21,5.88
2008-03-27,MBS 2008-03,4.95,5.88
2008-03-27,MBS 2008-03,8.13,5.88
2008-03-27,MBS 2008-03,4.65,5.88
2008-03-27,MBS 2008-03,1.42,5.88
2008-03-27,MBS 2008-03,3.62,5.88
2008-03-27,MBS 2008-03,9.75,5.88
2008-03-27,MBS 2008-03,4.86,5.88
2008-03-27,MBS 2008-03,2.98,5.88
2008-03-27,MBS 2008-03,3.22,5.88
2008-03-27,MBS 2008-03,5.61,5.88
2008-03-27,MBS 2008-03,4.46,5.88
2008-03-27,MBS 2008-03,4.43,5.88
2008-03-27,MBS 2008-03,2.85,5.88
2008-03-27,MBS 2008-03,3.22,5.88
2008-03-27,MBS 2008-03,4.35,5.88
2008-03-27,MBS 2008-03,6.3,5.88
2008-03-27,MBS 2008-03,10.39,5.88
2008-03-27,MBS 2008-03,8.43,5.88
2008-03-27,MBS 2008-03,9.62,5.88
2008-03-27,MBS 2008-03,0.09,5.88
2008-03-27,MBS 2008-03,13.03,5.88
2008-03-27,MBS 2008-03,13.79,5.88
2008-03-27,MBS 2008-03,8.33,5.88
2008-03-27,MBS 2008-03,3.96,5.88
2008-03-27,MBS 2008-03,3.05,5.88
2008-03-27,MBS 2008-03,4.38,5.88
2008-03-27,MBS 2008-03,3.71,5.88
2008-03-27,MBS 2008-03,3.07,5.88
2008-03-27,MBS 2008-03,5.51,5.88
2008-03-27,MBS 2008-03,3.69,5.88
2008-03-27,MBS 2008-03,3.48,5.88
2008-03-27,MBS 2008-03,3.78,5.88
2008-03-27,MBS 2008-03,2.42,5.88
2008-03-27,MBS 2008-03,4.59,5.88
2008-03-27,MBS 2008-03,3.18,5.88
2008-03-27,MBS 2008-03,2.57,5.88
2008-03-27,MBS 2008-03,3.61,5.88
2008-03-27,MBS 2008-03,3.05,5.88
2008-03-27,MBS 2008-03,3.55,5.88
2008-03-27,MBS 2008-03,4.1,5.88
2008-03-27,MBS 2008-03,3.76,5.88
2008-03-27,MBS 2008-03,4.01,5.88
2008-03-27,MBS 2008-03,5.23,5.88
2008-03-27,MBS 2008-03,4.08,5.88
2008-03-27,MBS 2008-03,5.71,5.88
2008-03-07,MBS 2008-02,9.13,5.46
2008-03-07,MBS 2008-02,0.0,5.46
2008-03-07,MBS 2008-02,8.12,5.46
2008-03-07,MBS 2008-02,5.09,5.46
2008-03-07,MBS 2008-02,9.64,5.46
2008-03-07,MBS 2008-02,10.28,5.46
2008-03-07,MBS 2008-02,8.33,5.46
2008-03-07,MBS 2008-02,7.42,5.46
2008-03-07,MBS 2008-02,11.13,5.46
2008-03-07,MBS 2008-02,7.48,5.46
2008-03-07,MBS 2008-02,1.38,5.46
2008-03-07,MBS 2008-02,5.97,5.46
2008-03-07,MBS 2008-02,6.28,5.46
2008-03-07,MBS 2008-02,13.4,5.46
2008-03-07,MBS 2008-02,8.15,5.46
2008-03-07,MBS 2008-02,9.08,5.46
2008-03-07,MBS 2008-02,5.4,5.46
2008-03-07,MBS 2008-02,3.71,5.46
2008-03-07,MBS 2008-02,2.86,5.46
2008-03-07,MBS 2008-02,5.96,5.46
2008-03-07,MBS 2008-02,5.03,5.46
2008-03-07,MBS 2008-02,5.97,5.46
2008-03-07,MBS 2008-02,4.66,5.46
2008-03-07,MBS 2008-02,4.48,5.46
2008-03-07,MBS 2008-02,5.72,5.46
2008-03-07,MBS 2008-02,2.9,5.46
2008-03-07,MBS 2008-02,4.81,5.46
2008-03-07,MBS 2008-02,4.36,5.46
2008-03-07,MBS 2008-02,3.74,5.46
2008-03-07,MBS 2008-02,5.24,5.46
2008-03-07,MBS 2008-02,7.97,5.46
2008-03-07,MBS 2008-02,9.51,5.46
2008-03-07,MBS 2008-02,9.75,5.46
2008-03-07,MBS 2008-02,10.43,5.46
2008-03-07,MBS 2008-02,0.04,5.46
2008-03-07,MBS 2008-02,9.27,5.46
2008-03-07,MBS 2008-02,9.91,5.46
2008-03-07,MBS 2008-02,17.8,5.46
2008-03-07,MBS 2008-02,7.96,5.46
2008-03-07,MBS 2008-02,2.41,5.46
2008-03-07,MBS 2008-02,4.99,5.46
2008-03-07,MBS 2008-02,3.23,5.46
2008-03-07,MBS 2008-02,3.28,5.46
2008-03-07,MBS 2008-02,2.87,5.46
2008-03-07,MBS 2008-02,4.33,5.46
2008-03-07,MBS 2008-02,4.27,5.46
2008-03-07,MBS 2008-02,4.2,5.46
2008-03-07,MBS 2008-02,2.33,5.46
2008-03-07,MBS 2008-02,3.05,5.46
2008-03-07,MBS 2008-02,4.18,5.46
2008-03-07,MBS 2008-02,3.65,5.46
2008-03-07,MBS 2008-02,3.04,5.46
2008-03-07,MBS 2008-02,2.53,5.46
2008-03-07,MBS 2008-02,2.96,5.46
2008-03-07,MBS 2008-02,3.8,5.46
2008-03-07,MBS 2008-02,4.03,5.46
2008-03-07,MBS 2008-02,3.44,5.46
2008-03-07,MBS 2008-02,4.04,5.46
2008-03-07,MBS 2008-02,3.1,5.46
2008-03-07,MBS 2008-02,4.12,5.46
2008-02-26,MBS 2008-01,2.98,5.66
2008-02-26,MBS 2008-01,6.47,5.66
2008-02-26,MBS 2008-01,3.75,5.66
2008-02-26,MBS 2008-01,5.56,5.66
2008-02-26,MBS 2008-01,3.21,5.66
2008-02-26,MBS 2008-01,5.32,5.66
2008-02-26,MBS 2008-01,7.66,5.66
2008-02-26,MBS 2008-01,4.41,5.66
2008-02-26,MBS 2008-01,12.18,5.66
2008-02-26,MBS 2008-01,8.52,5.66
2008-02-26,MBS 2008-01,4.92,5.66
2008-02-26,MBS 2008-01,4.85,5.66
2008-02-26,MBS 2008-01,7.37,5.66
2008-02-26,MBS 2008-01,5.73,5.66
2008-02-26,MBS 2008-01,6.73,5.66
2008-02-26,MBS 2008-01,4.6,5.66
2008-02-26,MBS 2008-01,5.85,5.66
2008-02-26,MBS 2008-01,4.46,5.66
2008-02-26,MBS 2008-01,4.66,5.66
2008-02-26,MBS 2008-01,4.09,5.66
2008-02-26,MBS 2008-01,3.16,5.66
2008-02-26,MBS 2008-01,3.36,5.66
2008-02-26,MBS 2008-01,6.66,5.66
2008-02-26,MBS 2008-01,5.41,5.66
2008-02-26,MBS 2008-01,4.61,5.66
2008-02-26,MBS 2008-01,7.02,5.66
2008-02-26,MBS 2008-01,7.34,5.66
2008-02-26,MBS 2008-01,2.98,5.66
2008-02-26,MBS 2008-01,5.61,5.66
2008-02-26,MBS 2008-01,6.94,5.66
2008-02-26,MBS 2008-01,7.5,5.66
2008-02-26,MBS 2008-01,8.9,5.66
2008-02-26,MBS 2008-01,8.67,5.66
2008-02-26,MBS 2008-01,9.21,5.66
2008-02-26,MBS 2008-01,0.08,5.66
2008-02-26,MBS 2008-01,6.51,5.66
2008-02-26,MBS 2008-01,6.55,5.66
2008-02-26,MBS 2008-01,10.32,5.66
2008-02-26,MBS 2008-01,11.98,5.66
2008-02-26,MBS 2008-01,13.27,5.66
2008-02-26,MBS 2008-01,6.58,5.66
2008-02-26,MBS 2008-01,3.11,5.66
2008-02-26,MBS 2008-01,2.53,5.66
2008-02-26,MBS 2008-01,2.66,5.66
2008-02-26,MBS 2008-01,2.67,5.66
2008-02-26,MBS 2008-01,3.18,5.66
2008-02-26,MBS 2008-01,3.45,5.66
2008-02-26,MBS 2008-01,1.89,5.66
2008-02-26,MBS 2008-01,2.88,5.66
2008-02-26,MBS 2008-01,3.68,5.66
2008-02-26,MBS 2008-01,3.63,5.66
2008-02-26,MBS 2008-01,2.99,5.66
2008-02-26,MBS 2008-01,3.07,5.66
2008-02-26,MBS 2008-01,3.01,5.66
2008-02-26,MBS 2008-01,3.01,5.66
2008-02-26,MBS 2008-01,4.07,5.66
2008-02-26,MBS 2008-01,3.05,5.66
2008-02-26,MBS 2008-01,3.54,5.66
2008-02-26,MBS 2008-01,3.51,5.66
2008-02-26,MBS 2008-01,3.53,5.66
2007-10-25,MBS 2007-06,5.76,5.86
